,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
2714,Dijital İşletmeniz İçin Potansiyel Müşterilerinizi Bulun A-Z,https://www.udemy.com/course/dijital-isletmeniz-icin-potansiyel-musterilerinizi-bulun-a-z/,"1,034",13,1.0,2/2022,Turkish,1.0,0.0,69.9,1.0,5.0,12.0,1h 17m,Onur Erdoğan,"8,468",3.0,4.5,,,,,0.0,0.0,0.0,4.1
2715,Python para Data Science: Crie um projeto incrível do zero,https://www.udemy.com/course/python-para-ciencia-de-dados/,75,13,1.0,1/2023,Portuguese,1.0,1.0,69.9,1.0,4.0,20.0,6h 5m,Josué Gimenes,"27,077",3.0,4.7,,,,,0.0,1.0,0.0,4.6
2716,Linguagem R e Shiny R: Caminho de GRANDES INSIGHTS nos Dados,https://www.udemy.com/course/linguagem-r-e-shiny-r-o-caminho-para-grandes-insights-data-science/,382,13,2.0,6/2020,Portuguese,1.0,1.0,69.9,1.0,2.0,46.0,8h 2m,Juracy Araujo de Almeida Junior,"11,035",54.0,4.3,MSc Grimaldo Lopes | + 45.000 alunos de Oliveira,"47,600",166.0,4.4,0.0,0.0,0.0,4.6
2717,Machine Learning da zero con Python,https://www.udemy.com/course/machine-learning-da-zero-con-python/,66,12,1.0,9/2020,Italian,1.0,1.0,69.9,1.0,8.0,52.0,7h 1m,Giovanni Bonaventura,"24,185",15.0,3.8,,,,,0.0,0.0,0.0,3.8
2718,Análisis De Datos Con Matlab. Programación En Matlab,https://www.udemy.com/course/analisis-de-datos-con-matlab/,463,12,1.0,1/2021,Spanish,1.0,1.0,69.9,1.0,5.0,20.0,2h 26m,Jhonny Alexander Jaimes Carvajal,"6,015",13.0,4.0,,,,,1.0,0.0,0.0,3.6
2719,Workshop Teknik Visualisasi Data dengan Power BI,https://www.udemy.com/course/workshop-teknik-visualisasi-data-dengan-power-bi/,50,12,1.0,7/2022,Indonesian,1.0,0.0,69.9,1.0,6.0,36.0,3h 6m,Jubilee Enterprise,"15,399",107.0,4.7,,,,,1.0,0.0,0.0,4.8
2720,Detecção e Reconhecimento Facial com Python,https://www.udemy.com/course/deteccao-reconhecimento-facial-python/,273,12,3.0,1/2023,Portuguese,1.0,1.0,69.9,1.0,4.0,64.0,8h 36m,Jones Granatyr,"166,599",91.0,4.7,Gabriel Alves,"45,082",14.0,4.6,0.0,0.0,0.0,4.7
2721,Introdução às Aplicações Com Inteligência Artificial,https://www.udemy.com/course/introducao-as-aplicacoes-com-inteligencia-artificial/,50,12,1.0,1/2023,Portuguese,1.0,0.0,69.9,1.0,11.0,49.0,2h 41m,Marcellus Amadeus,50,1.0,4.8,,,,,0.0,0.0,0.0,4.8
2722,データサイエンスのためのストリーミング前処理入門　PythonとSparkで始めるビッグデータストリーミング処理入門,https://www.udemy.com/course/python-spark-streaming/,154,12,1.0,7/2022,Japanese,1.0,1.0,69.9,1.0,8.0,36.0,2h 12m,Yuki Saito,975,11.0,4.4,,,,,1.0,0.0,1.0,4.5
2723,Альтернатива Excel: работа с данными в KNIME,https://www.udemy.com/course/knime-instead-of-excel/,40,12,1.0,8/2021,Russian,1.0,0.0,69.9,1.0,4.0,16.0,3h 8m,Alexey Mokhnatkin,40,1.0,4.4,,,,,1.0,0.0,1.0,4.4
2724,파이썬(Python) 실무 데이터 분석 프로젝트 - 머신러닝 with 사이킷런(scikit-learn),https://www.udemy.com/course/maso-ds-python-onc33/,124,12,1.0,6/2022,Korean,1.0,0.0,69.9,1.0,6.0,78.0,10h 41m,마소캠퍼스 머니매그넷,"2,248",50.0,4.7,,,,,0.0,0.0,1.0,4.7
2725,【한글자막】 Deep Reinforcement Learning :딥 강화형 러닝 2.0,https://www.udemy.com/course/best-deep-reinforcement-learning/,123,12,4.0,12/2021,Korean,1.0,1.0,69.9,1.0,8.0,63.0,9h 37m,Hadelin de Ponteves,"1,672,284",42.0,4.5,Ligency I Team,"2,318,877",148.0,4.6,0.0,0.0,0.0,4.9
2726,Impresión 3D y Análisis de Piezas.,https://www.udemy.com/course/impresion-3d-y-analisis-de-piezas/,131,11,1.0,10/2021,Spanish,1.0,1.0,69.9,1.0,3.0,23.0,2h 27m,Francisco Olivares,131,1.0,4.2,,,,,0.0,0.0,0.0,4.2
2727,Aplicaciones de Data Science: Text Mining-NLP & Data Mining,https://www.udemy.com/course/aplicaciones-de-data-science-text-mining-pln-data-mining/,"1,051",11,1.0,1/2022,Spanish,1.0,1.0,69.9,1.0,4.0,19.0,1h 52m,Pedro Daniel Alcalá Rojas,"68,987",33.0,4.3,,,,,0.0,0.0,0.0,4.6
2728,Power BI para Data Science e Analytics,https://www.udemy.com/course/powerbi-datascience-analytics/,52,12,1.0,8/2022,Portuguese,1.0,1.0,69.9,1.0,6.0,83.0,10h 8m,Pedro Alves,256,5.0,4.6,,,,,0.0,0.0,0.0,4.5
2729,Estructuras de datos: listas dinámicas y punteros con Java,https://www.udemy.com/course/listas-dinamicas-java/,59,11,1.0,11/2021,Spanish,1.0,1.0,69.9,1.0,5.0,30.0,3h 8m,Jose Ciccio,671,2.0,4.9,,,,,0.0,0.0,0.0,5.0
2730,Data science y machine learning en Python: modelos lineales,https://www.udemy.com/course/data-science-python-espanol/,94,13,1.0,1/2023,Spanish,1.0,1.0,69.9,1.0,10.0,133.0,12h 17m,Escape Velocity Labs,"6,569",11.0,4.5,,,,,0.0,0.0,0.0,4.9
2731,Análise de Sentimentos do Twitter com ML e DL na prática,https://www.udemy.com/course/analise-de-sentimentos-do-twitter-com-ml-e-dl-na-pratica/,65,11,1.0,2/2022,Portuguese,1.0,0.0,69.9,1.0,8.0,51.0,8h 37m,Dinarth Souto Júnior,779,2.0,4.3,,,,,0.0,0.0,0.0,4.5
2732,Derinlemesine Python 3 : AI Machine Learning,https://www.udemy.com/course/derinlemesine-python-ai-machine-learning/,153,10,1.0,3/2021,Turkish,1.0,0.0,69.9,1.0,10.0,43.0,17h 27m,Önder Teker,"1,346",18.0,4.5,,,,,0.0,0.0,0.0,4.6
2733,중간관리자가 꼭 알아야 하는 머신러닝과 빅데이터 기법,https://www.udemy.com/course/machine-learning-bigdata/,60,10,1.0,7/2022,Korean,1.0,0.0,69.9,1.0,4.0,19.0,3h 25m,클룸 (CLOOM),928,17.0,4.8,,,,,0.0,0.0,0.0,4.7
2734,"Mastering Numpy,Pandas and MatplotLib-Data Manipulation Tool",https://www.udemy.com/course/numpy-pandas-matplotlib-rakesh-roshan/,"4,512",16,1.0,2/2023,Hindi,1.0,0.0,159.9,1.0,7.0,32.0,5h 30m,Rakesh Roshan,"36,389",4.0,4.5,,,,,1.0,0.0,0.0,4.4
2735,เรียน Python Data Structures and Algorithms ฉบับปูพื้นฐาน,https://www.udemy.com/course/pythondsa/,115,11,1.0,9/2022,Thai,1.0,0.0,69.9,1.0,14.0,73.0,19h 33m,Todsapon Banklongsi,"1,041",23.0,4.6,,,,,0.0,0.0,0.0,4.6
2736,Chat GPT - od zera do mastera! opanuj Sztuczną Inteligencję!,https://www.udemy.com/course/chat-gpt-kurs/,151,12,1.0,2/2023,Polish,1.0,0.0,69.9,1.0,6.0,29.0,2h 36m,Epic Digital Guy | Cyfrowy Trener,"8,815",26.0,4.2,,,,,0.0,0.0,0.0,4.6
2737,直感！深層学習　７ステップで作る Python AI 株価予測,https://www.udemy.com/course/7-python-ai/,99,10,1.0,2/2023,Japanese,1.0,1.0,69.9,1.0,10.0,42.0,5h 52m,経知 神草,"1,128",5.0,3.8,,,,,0.0,0.0,0.0,3.3
2738,Arte com Inteligência Artificial Usando Stable Diffusion,https://www.udemy.com/course/arte-com-inteligencia-artificial-usando-stable-diffusion/,48,11,1.0,10/2022,Portuguese,1.0,0.0,69.9,1.0,2.0,8.0,1h 8m,Rodrigo Favarete,48,1.0,3.8,,,,,0.0,0.0,0.0,3.8
2739,Data Science - علوم البيانات,https://www.udemy.com/course/data-science-ar/,42,10,1.0,4/2019,Arabic,1.0,0.0,69.9,1.0,8.0,25.0,5h 14m,OUMOUSS EL MEHDI,157,2.0,3.8,,,,,0.0,0.0,0.0,3.9
2740,【初心者・初級者向け】SQL・データ分析入門-bigquery×ハンズオン形式でスキルアップ-,https://www.udemy.com/course/sql-dataanalysis-for-beginner/,42,10,1.0,12/2022,Japanese,1.0,1.0,69.9,1.0,21.0,97.0,4h 32m,Okawa Yoshimi,42,1.0,4.8,,,,,0.0,0.0,0.0,4.8
2741,Python para Marketing Digital,https://www.udemy.com/course/python-para-marketing-digital/,63,10,2.0,1/2022,Spanish,1.0,1.0,69.9,1.0,6.0,44.0,6h 29m,Kevin Meneses González,"26,167",20.0,3.8,Giovanni Bonaventura,"24,185",15.0,3.8,0.0,0.0,0.0,3.9
2742,Машинное обучение без учителя на Python: полный курс,https://www.udemy.com/course/ittensive-python-machine-learning-unsupervised/,142,10,1.0,1/2022,Russian,1.0,0.0,259.9,1.0,16.0,99.0,12h 29m,Центр digital-профессий ITtensive,"2,298",22.0,4.0,,,,,1.0,0.0,0.0,4.6
2743,Bayesian Statistics: Generalized Linear Models with R,https://www.udemy.com/course/bayesian-statistics-generalized-linear-models-with-r/,54,9,1.0,1/2021,Portuguese,1.0,1.0,69.9,1.0,5.0,48.0,5h 38m,André Marques,877,10.0,4.5,,,,,0.0,0.0,0.0,4.8
2744,강화학습 기초,https://www.udemy.com/course/build_reinforcement_learning/,73,9,1.0,10/2017,Korean,1.0,0.0,299.9,0.0,7.0,16.0,1h 2m,광성 최,204,2.0,3.5,,,,,0.0,0.0,0.0,3.3
2745,Derinlemesine Python 2 : Data Science,https://www.udemy.com/course/derinlemesine-python-data-science/,94,9,1.0,3/2021,Turkish,1.0,0.0,69.9,1.0,16.0,86.0,19h 16m,Önder Teker,"1,346",18.0,4.5,,,,,0.0,0.0,0.0,4.0
2746,Curso Básico: Fundamentos de Inteligência Artificial,https://www.udemy.com/course/curso-basico-fundamentos-de-inteligencia-artificial/,51,9,1.0,2/2020,Portuguese,1.0,1.0,69.9,1.0,11.0,37.0,2h 11m,Christian Moura dos Santos,"1,273",4.0,3.8,,,,,0.0,0.0,0.0,3.2
2747,『Rの基礎から機械学習まで一気に学ぼう！』 | R言語 Rstudio講座,https://www.udemy.com/course/r-r-rstudio/,42,9,1.0,11/2021,Japanese,1.0,1.0,69.9,1.0,6.0,28.0,2h 6m,@Sotsog Base,101,2.0,4.0,,,,,0.0,0.0,0.0,3.8
2748,【実戦で学ぶ基盤構築】ローカル端末で作り理解するエンジニアのための機械学習基盤の作成とMLOps,https://www.udemy.com/course/mlops-pf-and-ml/,68,9,1.0,8/2022,Japanese,1.0,1.0,69.9,1.0,5.0,22.0,1h 22m,Yuki Saito,975,11.0,4.4,,,,,1.0,0.0,0.0,4.5
2749,Data Science and Machine Learning With Python - Hindi,https://www.udemy.com/course/data-science-and-machine-learning-with-python-hindi/,19,12,1.0,2/2023,Hindi,1.0,0.0,69.9,1.0,7.0,123.0,51h 29m,Sharad Khare,313,6.0,4.4,,,,,0.0,0.0,0.0,5.0
2750,Prédiction des séries temporelles en deep learning - Partie2,https://www.udemy.com/course/modeles-avances-des-series-temporelles-avec-keras-partie-2/,137,9,1.0,8/2021,French,1.0,1.0,69.9,1.0,8.0,90.0,9h 42m,Alexandre Bourrieau,606,10.0,4.5,,,,,0.0,0.0,0.0,4.8
2751,Machine Learning: Otimização de Hiperparâmetros com Python,https://www.udemy.com/course/machine-learning-otimizacao-de-hiperparametros-com-python/,73,9,1.0,10/2022,Portuguese,1.0,1.0,69.9,1.0,7.0,58.0,10h 14m,Luciano Galdino,"6,981",15.0,4.8,,,,,0.0,0.0,0.0,4.8
2752,الانحدار الخطي بأستخدام بايثون و الذكاء الاصطناعي,https://www.udemy.com/course/linearbyomar/,13,9,1.0,9/2021,Arabic,1.0,0.0,69.9,1.0,6.0,8.0,1h 28m,Omar Amil Hazzaa,13,1.0,5.0,,,,,0.0,0.0,0.0,5.0
2753,Streamlit : Déployer son app de Machine Learning sur le web,https://www.udemy.com/course/streamlit-deployer-son-app-de-machine-learning-sur-le-web/,37,9,1.0,1/2023,French,1.0,1.0,69.9,1.0,8.0,25.0,4h 40m,Pierre-louis Danieau,40,2.0,4.6,,,,,1.0,0.0,0.0,4.5
2754,【한글자막】 Python 의 모든 것: 실전 문제로 배우는 파이썬,https://www.udemy.com/course/best-python-data-science/,89,9,3.0,12/2021,Korean,1.0,2.0,69.9,1.0,8.0,75.0,11h 13m,Kirill Eremenko,"2,311,370",59.0,4.5,Ligency Team,"2,262,027",104.0,4.6,1.0,0.0,0.0,4.8
2755,Deployment of Machine Learning Models,https://www.udemy.com/course/deployment-of-machine-learning-models-l/,183,9,1.0,8/2022,Arabic,1.0,0.0,69.9,1.0,5.0,51.0,10h 4m,Coursat.ai Dr. Ahmad ElSallab,"2,782",7.0,4.6,,,,,0.0,0.0,0.0,4.2
2756,Машинное зрение: локализация объектов на Python,https://www.udemy.com/course/ittensive-machine-vision-localization/,49,9,1.0,12/2020,Russian,1.0,0.0,139.9,1.0,6.0,20.0,2h 54m,Центр digital-профессий ITtensive,"2,298",22.0,4.0,,,,,1.0,0.0,0.0,3.2
2757,Practical Deep Learning: Geolocalizzazione indoor (Italiano),https://www.udemy.com/course/practical-deep-learning-geolocalizzazione-indoor/,119,9,1.0,9/2019,Italian,1.0,1.0,69.9,1.0,9.0,42.0,5h 40m,Massimiliano D'Amico,119,1.0,4.5,,,,,0.0,0.0,0.0,4.5
2758,Python机器学习实验集锦（算法核心知识点实验分析）,https://www.udemy.com/course/pythonml/,143,8,1.0,1/2020,Simplified Chinese,2.0,0.0,69.9,1.0,10.0,83.0,13h 29m,唐宇迪 唐,"4,103",25.0,4.4,,,,,0.0,0.0,0.0,4.5
2759,Sem Segredos com SQL na Prática e Ferramenta BI ORACLE,https://www.udemy.com/course/sql-iniciante-na-pratica-bi-sem-segredos-e-ferramenta-bi-obiee/,280,8,2.0,3/2020,Portuguese,1.0,1.0,69.9,1.0,4.0,89.0,11h 39m,Juracy Araujo de Almeida Junior,"11,035",54.0,4.3,MSc Grimaldo Lopes | + 45.000 alunos de Oliveira,"47,600",166.0,4.4,0.0,0.0,0.0,4.3
2760,Credit Score - Módulo 2: Boosting em python,https://www.udemy.com/course/formacao-data-science-boosting-com-python/,65,8,1.0,5/2021,Portuguese,1.0,0.0,69.9,1.0,1.0,15.0,2h 9m,Rodolfo Augusto da Silva Arruda,790,2.0,4.6,,,,,0.0,0.0,0.0,4.7
2761,"AIへまっしぐら！Pythonアニマルズ : Go Ahead to AI, Python Animals!",https://www.udemy.com/course/go-ahead-python-animals/,212,9,1.0,7/2018,Japanese,1.0,1.0,69.9,1.0,8.0,49.0,5h 1m,松浦 健一郎,212,1.0,4.1,,,,,1.0,0.0,0.0,4.1
2762,Python ile Deep Learning ve Projeleri,https://www.udemy.com/course/python-ile-deep-learning-ve-projeleri/,79,8,1.0,12/2020,Turkish,1.0,0.0,69.9,1.0,10.0,57.0,8h 10m,Eternal Team,79,1.0,3.8,,,,,0.0,0.0,0.0,3.8
2763,"완전 초보자, 매력적인  R 차트 쉽게 만들기",https://www.udemy.com/course/r-data-visualization-for-total-beginers/,42,8,1.0,9/2020,Korean,1.0,0.0,69.9,1.0,3.0,13.0,1h 53m,김지형 M.D.,"2,419",31.0,4.6,,,,,0.0,0.0,0.0,4.7
2764,Python と JavaScript による機械学習アプリケーション公開入門【ONNX・Render】,https://www.udemy.com/course/mnist-app/,78,8,1.0,11/2022,Japanese,1.0,0.0,69.9,1.0,9.0,54.0,3h 30m,しま (大嶋勇樹),"2,934",7.0,4.6,,,,,0.0,0.0,0.0,4.9
2765,Spark y Scala en Databricks: Big Data e ingeniería de datos,https://www.udemy.com/course/spark-y-scala-en-databricks-big-data-e-ingenieria-de-datos/,55,8,1.0,10/2022,Spanish,1.0,1.0,69.9,1.0,10.0,84.0,10h 46m,José Miguel Moya,995,3.0,4.6,,,,,0.0,0.0,0.0,4.7
2766,【한글자막】 재무 분석을 위한 Python 및 Machine Learning 완벽가이드,https://www.udemy.com/course/best-python-mi-financial-analysis/,199,8,5.0,12/2021,Korean,1.0,1.0,69.9,1.0,20.0,131.0,23h 1m,"Dr. Ryan Ahmed, Ph.D., MBA","324,384",46.0,4.5,Ligency I Team,"2,318,877",148.0,4.6,0.0,0.0,0.0,4.7
2767,Comprendre l'Intelligence Artificielle,https://www.udemy.com/course/comprendre-lintelligence-artificielle/,136,8,1.0,8/2020,French,1.0,1.0,69.9,1.0,7.0,21.0,1h 24m,Gaël MENOU,464,3.0,4.2,,,,,0.0,0.0,0.0,4.4
2768,R e R Studio: análise de dados para pesquisadores iniciantes,https://www.udemy.com/course/r-rstudio/,35,8,2.0,7/2022,Portuguese,1.0,1.0,69.9,1.0,8.0,40.0,5h 58m,Marcus Oliveira,"40,770",21.0,4.6,Guilherme Queiroz,"40,616",28.0,4.7,0.0,0.0,0.0,4.3
2769,【한글자막】 R 프로그래밍: Data Science 에서의 R 고급 분석,https://www.udemy.com/course/best-r-advanced/,77,8,3.0,12/2021,Korean,1.0,10.0,69.9,1.0,5.0,53.0,6h 0m,Kirill Eremenko,"2,311,370",59.0,4.5,Ligency Team,"2,262,027",104.0,4.6,1.0,0.0,0.0,4.8
2770,Machine learning verstehen OHNE Python oder R,https://www.udemy.com/course/machine-learning-was-ist-das-eigentlich/,508,8,1.0,3/2022,German,1.0,0.0,69.9,1.0,9.0,33.0,2h 30m,Andreas Wiese,605,2.0,4.0,,,,,1.0,0.0,0.0,3.9
2771,Python & Deep Learning & IA : reconnaissance d'images,https://www.udemy.com/course/deeplearning-classification-dimages-avec-tensorflow/,87,8,1.0,3/2021,French,1.0,1.0,159.9,1.0,6.0,28.0,4h 38m,steve Tsopte,"2,043",7.0,4.4,,,,,0.0,0.0,0.0,4.6
2772,Initiation rapide à l'intelligence artificielle en Python,https://www.udemy.com/course/initiation-rapide-a-lintelligence-artificielle-en-python/,53,7,1.0,4/2022,French,1.0,1.0,69.9,1.0,4.0,13.0,1h 33m,Alexandre Bourrieau,606,10.0,4.5,,,,,0.0,0.0,0.0,4.3
2773,ChatGPT Projeleri Geliştirme,https://www.udemy.com/course/chatgpt-projeleri-gelistirme/,55,8,1.0,2/2023,Turkish,1.0,0.0,69.9,1.0,5.0,40.0,3h 54m,Enes Polat,"26,521",5.0,4.3,,,,,0.0,0.0,0.0,4.9
2774,코드리스 데이터 분석,https://www.udemy.com/course/kqfogepv/,36,7,1.0,11/2021,Korean,1.0,0.0,69.9,1.0,1.0,11.0,4h 43m,에이블런 ABLEARN,227,4.0,4.5,,,,,0.0,0.0,0.0,5.0
2775,深度学习-语音识别实战（基于PyTorch）,https://www.udemy.com/course/pytorch-x/,113,7,1.0,9/2020,Simplified Chinese,2.0,0.0,69.9,1.0,12.0,102.0,12h 50m,唐宇迪 唐,"4,103",25.0,4.4,,,,,0.0,0.0,0.0,4.1
2776,Dados de saúde pública com Python,https://www.udemy.com/course/dados-de-saude-publica-com-python/,307,7,1.0,9/2022,Portuguese,1.0,1.0,69.9,1.0,3.0,18.0,1h 30m,Andre Jarenkow,307,1.0,5.0,,,,,0.0,0.0,0.0,5.0
2777,R-Analyst - Lerne die statistische Programmiersprache R,https://www.udemy.com/course/r-analyst/,12,7,1.0,11/2022,German,1.0,0.0,499.9,0.0,7.0,31.0,8h 35m,Christian Müller-Kett,192,5.0,4.6,,,,,0.0,0.0,0.0,5.0
2778,ETL Básico com R,https://www.udemy.com/course/etl-basico-com-r/,135,7,1.0,7/2022,Portuguese,1.0,0.0,69.9,1.0,5.0,32.0,7h 20m,Caio Avelino,"6,782",5.0,4.7,,,,,0.0,0.0,0.0,4.9
2779,Машинное обучение: классификация и ансамбли на Python,https://www.udemy.com/course/ittensive-python-machine-learning-classification/,61,7,1.0,6/2021,Russian,1.0,0.0,69.9,1.0,10.0,56.0,8h 46m,Центр digital-профессий ITtensive,"2,298",22.0,4.0,,,,,1.0,0.0,0.0,3.8
2780,YOLOv5目标检测：原理与源码解析,https://www.udemy.com/course/yolov5-principle/,45,7,1.0,12/2021,Simplified Chinese,2.0,0.0,69.9,1.0,12.0,38.0,10h 40m,Frank BAI,190,23.0,4.4,,,,,0.0,0.0,0.0,4.2
2781,Google Cloud Big Data and Machine Learnig Español,https://www.udemy.com/course/google-cloud-big-data-and-machine-learnig-espanol-gabriel-alvarado/,67,7,1.0,10/2021,Spanish,1.0,1.0,69.9,1.0,6.0,63.0,5h 28m,Synergy Tecnologia,"4,500",11.0,4.6,,,,,0.0,0.0,1.0,4.2
2782,Pemrograman R Solusi Mudah Mengolah Data untuk Orang Awam,https://www.udemy.com/course/pemrograman-r-untuk-pemula/,24,7,1.0,2/2021,Indonesian,1.0,0.0,69.9,1.0,6.0,29.0,1h 43m,Jubilee Enterprise,"15,399",107.0,4.7,,,,,1.0,1.0,0.0,4.3
2783,Регулярные выражения в Python,https://www.udemy.com/course/ittensive-python-regular-expressions/,31,7,1.0,4/2020,Russian,1.0,0.0,123.9,1.0,3.0,15.0,1h 6m,Центр digital-профессий ITtensive,"2,298",22.0,4.0,,,,,1.0,0.0,0.0,3.9
2784,"Data Engineering con Spark para Big Data: SQL, Delta Lakes",https://www.udemy.com/course/data-engineering-con-spark-para-big-data-sql-delta-lakes/,54,7,1.0,1/2023,Spanish,1.0,1.0,69.9,1.0,8.0,33.0,2h 45m,Data Bootcamp,"11,207",29.0,4.2,,,,,0.0,0.0,0.0,3.9
2785,深度学习模型部署与剪枝优化实例,https://www.udemy.com/course/deep-learning-tyd/,129,7,1.0,6/2020,Simplified Chinese,2.0,0.0,69.9,1.0,9.0,72.0,8h 35m,唐宇迪 唐,"4,103",25.0,4.4,,,,,0.0,0.0,0.0,4.6
2786,Analytics Engineering en Google Cloud con DBT,https://www.udemy.com/course/analytics-engineering-en-google-cloud-con-dbt/,166,7,1.0,1/2023,Spanish,1.0,1.0,69.9,1.0,8.0,32.0,2h 16m,Big Data IoT Cloud,"4,352",2.0,4.4,,,,,0.0,0.0,0.0,4.7
2787,豊富な演習問題とKaggle実践で身に付ける！『Python データ分析 & 機械学習 ～パーフェクトスターターコース』,https://www.udemy.com/course/kagglepython/,170,7,1.0,11/2022,Japanese,1.0,1.0,69.9,1.0,14.0,138.0,18h 34m,Kaiki Fukunaga,451,3.0,4.7,,,,,0.0,0.0,0.0,5.0
2788,Python自动化办公+数据爬虫+可视化Web站点,https://www.udemy.com/course/python-auto/,66,7,1.0,4/2021,Simplified Chinese,2.0,0.0,69.9,1.0,13.0,257.0,42h 10m,松 胡,"6,702",5.0,4.0,,,,,0.0,0.0,0.0,3.8
