,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
633,Machine Learning using Python,https://www.udemy.com/course/machine-learning-using-python-starttech/,"10,350",82,1.0,12/2022,English,1.0,1.0,105.9,1.0,27.0,157.0,18h 42m,Start-Tech Academy,"1,590,131",53.0,4.5,,,,,0.0,0.0,0.0,4.6
634,Mastering Data Modeling Fundamentals in Power BI,https://www.udemy.com/course/data-modeling-power-bi/,"2,593",79,2.0,8/2021,English,1.0,1.0,69.9,1.0,2.0,6.0,41m total,Ameen Khan,"2,593",1.0,3.9,Ameen Khan,"2,593",1.0,3.9,0.0,0.0,0.0,3.9
635,Artificial Intelligence:Deep Learning in Real World Business,https://www.udemy.com/course/deep-learning-for-real-world-business/,566,78,1.0,6/2022,English,1.0,1.0,69.9,1.0,8.0,25.0,3h 26m,"Eduero Academy, Inc.","4,127",4.0,4.0,,,,,0.0,0.0,0.0,3.8
636,Statistics Fundamentals,https://www.udemy.com/course/statistics-fundamentals-bundled/,"12,012",77,1.0,12/2021,English,1.0,1.0,259.9,1.0,10.0,213.0,14h 38m,Takuma Kimura,"20,598",3.0,4.4,,,,,1.0,0.0,0.0,4.1
637,Statistical Decision Making in Data Science with Case Study,https://www.udemy.com/course/linear-regression-with-case-study-in-python-2020/,"17,842",77,3.0,7/2021,English,1.0,1.0,89.9,1.0,6.0,14.0,51m total,Data Science Anywhere,"81,844",16.0,4.3,Sudhir G,"73,723",4.0,4.3,0.0,0.0,0.0,4.5
638,Statistics for Data Science and Analytics,https://www.udemy.com/course/statistics-for-beginners/,424,76,2.0,4/2020,English,1.0,1.0,199.9,1.0,8.0,44.0,4h 18m,Analytics Leap,"14,629",5.0,4.4,Ken Yul Lee,424,1.0,3.8,1.0,0.0,0.0,3.8
639,Statistics & Probability for Data Science & Machine Learning,https://www.udemy.com/course/statistics-probability-for-data-science-machine-learning/,408,75,1.0,11/2021,English,1.0,1.0,89.9,1.0,18.0,43.0,29h 14m,Rahul Tiwari,"4,994",11.0,4.3,,,,,0.0,0.0,0.0,3.9
640,Python for Data Science and Visualization -Beginners to Pro,https://www.udemy.com/course/python-for-data-analysis-and-visualization/,273,75,2.0,11/2019,English,1.0,1.0,249.9,1.0,13.0,69.0,5h 10m,Analytics Leap,"14,629",5.0,4.4,Animesh Jaipurkar,273,1.0,4.8,1.0,0.0,0.0,4.8
641,Artificial Neural Networks(ANN) Made Easy,https://www.udemy.com/course/artificial-neural-networks-made-easy/,"6,966",75,1.0,2/2019,English,1.0,1.0,69.9,1.0,4.0,66.0,5h 39m,Statinfer Solutions,"25,694",4.0,4.1,,,,,0.0,0.0,0.0,3.6
642,A Beginner's Guide to Machine Learning (in Python),https://www.udemy.com/course/a-beginners-guide-to-data-mining/,"1,184",75,1.0,8/2020,English,1.0,1.0,69.9,1.0,7.0,49.0,3h 34m,Curiosity for Data Science,"8,895",5.0,4.1,,,,,1.0,0.0,0.0,4.0
643,Python for Data Science: Learn Data Science From Scratch,https://www.udemy.com/course/python-for-data-science-learn-data-science-from-scratch/,353,75,2.0,2/2023,English,1.0,1.0,229.9,1.0,11.0,136.0,19h 39m,Oak Academy,"282,084",257.0,4.5,OAK Academy Team,"347,382",276.0,4.5,1.0,0.0,0.0,4.5
644,Data Science and Machine Learning Basic to Advanced,https://www.udemy.com/course/data-science-and-machine-learning-basic-to-advanced/,"12,966",79,1.0,10/2022,English,1.0,1.0,299.9,1.0,8.0,36.0,5h 0m,Raj Chhabria,"29,424",8.0,4.5,,,,,0.0,0.0,0.0,4.6
645,The Complete GANs Bootcamp: Theory and Applications,https://www.udemy.com/course/gans_bootcamp/,555,74,1.0,12/2020,English,1.0,1.0,69.9,1.0,9.0,20.0,2h 50m,Mahmoud Elsayed,555,1.0,4.3,,,,,0.0,0.0,0.0,4.3
646,Data Science with R,https://www.udemy.com/course/data-science-with-r/,"16,824",74,1.0,7/2021,English,1.0,1.0,229.9,1.0,34.0,39.0,23h 4m,Uplatz Training,"386,809",162.0,3.6,,,,,0.0,0.0,0.0,4.0
647,Tensorflow for Beginners,https://www.udemy.com/course/tensorflow-for-beginners/,592,74,2.0,12/2018,English,1.0,3.0,105.9,1.0,9.0,20.0,4h 8m,Eduonix Learning Solutions,"1,251,583",237.0,3.9,Eduonix-Tech .,"1,226,081",170.0,3.9,0.0,0.0,0.0,3.9
648,PyTorch: Deep Learning with PyTorch - Masterclass!: 2-in-1,https://www.udemy.com/course/pytorch-deep-learning-with-pytorch-masterclass-2-in-1/,575,73,1.0,10/2018,English,1.0,1.0,199.9,1.0,2.0,65.0,7h 43m,Packt Publishing,"410,224",977.0,3.9,,,,,1.0,0.0,0.0,4.1
649,LaTeX for everyone 2021,https://www.udemy.com/course/latex-for-data-scientists-2020-and-for-non-data-scientists/,555,73,1.0,7/2021,English,1.0,1.0,69.9,1.0,5.0,23.0,2h 13m,David Armendáriz,"6,112",8.0,4.1,,,,,0.0,0.0,0.0,4.1
650,YOLOv4 Object Detection Course,https://www.udemy.com/course/yolov4-object-detection-nano-course/,"4,378",73,2.0,12/2021,English,1.0,1.0,249.9,1.0,3.0,57.0,5h 37m,Augmented Startups,"56,396",22.0,3.9,Geeky Bee AI Private Limited,"5,364",3.0,3.8,1.0,0.0,0.0,4.2
651,Build 30 Real World Machine Learning Projects Practically,https://www.udemy.com/course/work-on-machine-learning-project-car-price-prediction/,"1,318",72,1.0,9/2022,English,1.0,1.0,179.9,1.0,31.0,182.0,25h 49m,The Machine Learning,"7,832",6.0,4.1,,,,,0.0,0.0,0.0,3.0
652,Machine Learning For Researchers,https://www.udemy.com/course/machine-learning-for-researchers/,"16,746",74,2.0,6/2020,English,1.0,1.0,69.9,1.0,2.0,13.0,5h 35m,Academy of Computing & Artificial Intelligence,"169,426",19.0,4.0,Kaneeka Vidanage,"61,178",4.0,4.0,0.0,0.0,0.0,4.6
653,Mastering Probability & Statistic Python (Theory & Projects),https://www.udemy.com/course/mastering-probability-and-statistics-in-python/,766,73,2.0,2/2023,English,1.0,4.0,199.9,1.0,12.0,134.0,13h 50m,AI Sciences Team,"25,024",21.0,4.3,AI Sciences,"44,913",22.0,4.3,0.0,0.0,0.0,3.8
654,"R for Data Analysis, Statistics and Data Science",https://www.udemy.com/course/statistical-data-analysis-using-r/,"2,438",72,1.0,4/2020,English,1.0,1.0,69.9,1.0,15.0,79.0,8h 9m,Syed Mohiuddin,"32,899",6.0,4.3,,,,,0.0,0.0,0.0,3.6
655,Complete Python Machine Learning & Data Science for Dummies,https://www.udemy.com/course/machine-learning-with-python-for-dummies-the-complete-guide/,"2,333",71,1.0,7/2021,English,1.0,0.0,69.9,1.0,90.0,90.0,10h 23m,Abhilash Nelson,"43,370",21.0,4.3,,,,,0.0,0.0,0.0,4.3
656,Imbalanced Learning (Unbalanced Data) - The Complete Guide,https://www.udemy.com/course/imbalanced-learning-the-complete-guide/,719,71,1.0,11/2019,English,1.0,1.0,105.9,0.0,8.0,61.0,4h 47m,Bassam Almogahed,"2,439",2.0,4.3,,,,,0.0,0.0,0.0,4.4
657,Ultimate Neural Nets and Deep Learning Masterclass in Python,https://www.udemy.com/course/neural-nets/,466,70,1.0,2/2019,English,1.0,1.0,69.9,1.0,9.0,52.0,6h 36m,John Harper,"13,540",5.0,4.4,,,,,0.0,0.0,0.0,3.9
658,Curiosity Driven Deep Reinforcement Learning,https://www.udemy.com/course/curiosity-driven-deep-reinforcement-learning/,845,70,1.0,10/2021,English,1.0,1.0,229.9,1.0,4.0,25.0,3h 45m,Phil Tabor,"5,954",4.0,4.7,,,,,0.0,0.0,0.0,4.8
659,Python Numpy: Machine Learning & Data Science Course,https://www.udemy.com/course/python-numpy-machine-learning-data-science-course/,"7,434",70,2.0,2/2023,English,1.0,1.0,279.9,1.0,7.0,66.0,9h 7m,Oak Academy,"282,084",257.0,4.5,OAK Academy Team,"347,382",276.0,4.5,1.0,0.0,0.0,4.4
660,Machine Learning with Python: Data Science for Beginners,https://www.udemy.com/course/machine-learning-with-python-data-science-for-beginners/,"3,292",69,1.0,11/2017,English,1.0,0.0,69.9,1.0,5.0,67.0,11h 3m,TELCOMA Global,"72,211",46.0,3.5,,,,,0.0,0.0,0.0,3.9
661,Artificial Neural Networks [ Theory & Hands-On ],https://www.udemy.com/course/artificial-neural-networks-theory-hands-on/,"11,194",69,1.0,6/2020,English,1.0,1.0,69.9,1.0,4.0,15.0,2h 13m,Academy of Computing & Artificial Intelligence,"169,426",19.0,4.0,,,,,0.0,0.0,0.0,3.8
662,Python ReportLab from Beginner to Winner 2023,https://www.udemy.com/course/python-reportlab-from-beginner-to-winner/,402,71,1.0,2/2022,English,1.0,1.0,229.9,1.0,2.0,21.0,8h 33m,Hugo Ferro,"1,420",10.0,4.7,,,,,1.0,0.0,0.0,4.8
663,Quick Data Science Approach from Scratch for Beginners,https://www.udemy.com/course/data-science-approach-from-scratch/,"11,423",69,1.0,11/2022,English,1.0,1.0,69.9,1.0,4.0,15.0,58m total,Nizamuddin Siddiqui,"56,377",6.0,4.1,,,,,0.0,0.0,1.0,4.2
664,ChatGPT For Beginners: Smart Tips For ChatGPT Prompts,https://www.udemy.com/course/chatgpt-smart-tips/,"1,494",103,2.0,2/2023,English,1.0,1.0,69.9,1.0,18.0,76.0,2h 32m,Peter Alkema,"112,948",111.0,4.4,TeraVerse Instructor,"24,688",8.0,4.4,0.0,0.0,0.0,4.4
665,Optimization Using Genetic Algorithms : MATLAB Programming,https://www.udemy.com/course/genetic-algorithm/,"7,715",69,1.0,7/2022,English,1.0,1.0,105.9,1.0,4.0,23.0,56m total,Karthik K,"39,784",13.0,4.3,,,,,1.0,0.0,0.0,4.1
666,Google Cloud Machine Learning with TensorFlow,https://www.udemy.com/course/google-cloud-machine-learning-with-tensorflow/,390,69,1.0,12/2019,English,1.0,1.0,179.9,1.0,6.0,40.0,4h 2m,Packt Publishing,"410,224",977.0,3.9,,,,,1.0,0.0,0.0,4.3
667,The Complete Healthcare Artificial Intelligence Course 2022,https://www.udemy.com/course/the-complete-healthcare-artificial-intelligence-course-2021/,665,69,1.0,11/2021,English,1.0,1.0,179.9,1.0,10.0,116.0,18h 30m,Hoang Quy La,"5,138",15.0,4.0,,,,,0.0,0.0,0.0,3.7
668,Machine Learning and Data Science with AWS 2023 - Hands On,https://www.udemy.com/course/machine-learning-and-data-science-with-aws/,"6,209",68,2.0,11/2022,English,1.0,1.0,69.9,1.0,7.0,36.0,3h 10m,Pranjal Srivastava,"123,088",79.0,3.6,Harshit Srivastava,"150,466",117.0,3.8,1.0,0.0,0.0,3.3
669,Build 25  Real World Machine Learning Project In 2022,https://www.udemy.com/course/learn-to-build-machine-learning-project/,"1,059",68,1.0,9/2022,English,1.0,1.0,69.9,1.0,26.0,147.0,18h 51m,The Machine Learning,"7,832",6.0,4.1,,,,,0.0,0.0,0.0,3.5
670,RA: Retail Customer Analytics and Trade Area Modeling.,https://www.udemy.com/course/ra-retail-customer-analytics-and-trade-area-modeling/,"12,378",69,1.0,11/2022,English,1.0,1.0,279.9,1.0,11.0,162.0,15h 39m,Haytham Omar,"56,926",14.0,4.2,,,,,1.0,0.0,0.0,4.3
671,Unsupervised Machine Learning : With 2 Capstone ML Projects,https://www.udemy.com/course/unsupervised-machine-learning/,"13,526",68,1.0,3/2022,English,1.0,1.0,69.9,1.0,6.0,51.0,3h 1m,Data Is Good Academy,"254,290",31.0,4.3,,,,,1.0,0.0,0.0,4.4
672,Semantic Search engine using Sentence BERT,https://www.udemy.com/course/semantic-search-engine-using-sentence-bert/,354,67,1.0,4/2020,English,1.0,1.0,105.9,1.0,5.0,13.0,2h 17m,Evergreen Technologies,"15,066",55.0,3.5,,,,,0.0,0.0,0.0,3.9
673,Complete Data Science & Machine Learning Bootcamp in Python,https://www.udemy.com/course/data-science-bootcamp-in-python/,797,67,2.0,10/2022,English,1.0,1.0,69.9,1.0,32.0,365.0,18h 4m,Derrick Mwiti,"10,841",2.0,4.5,Namespace Labs,"10,841",2.0,4.5,0.0,0.0,0.0,4.5
674,Data Visualization with Python Masterclass | Python A-Z,https://www.udemy.com/course/data-visualization-with-python-masterclass-python-a-z/,"2,692",67,3.0,2/2023,English,1.0,0.0,279.9,1.0,12.0,144.0,20h 33m,Oak Academy,"282,084",257.0,4.5,OAK Academy Team,"347,382",276.0,4.5,1.0,0.0,0.0,4.5
675,130+ Exercises - Python - Data Science - Pandas - 2023,https://www.udemy.com/course/100-exercises-python-programming-data-science-pandas/,"15,099",68,1.0,8/2022,English,1.0,1.0,69.9,1.0,18.0,143.0,46m total,Paweł Krakowiak,"259,979",87.0,4.5,,,,,0.0,1.0,0.0,4.6
676,"Python programming for Machine Learning , Data Analytics",https://www.udemy.com/course/python-programming-for-machine-learning-data-analytics/,508,67,1.0,6/2020,English,1.0,0.0,69.9,1.0,10.0,42.0,7h 16m,Academy of Computing & Artificial Intelligence,"169,426",19.0,4.0,,,,,0.0,0.0,0.0,3.7
677,Data Analysis and Statistical Modeling in R,https://www.udemy.com/course/data-analysis-and-statistical-modelling-in-r/,"10,068",67,1.0,2/2021,English,1.0,1.0,249.9,1.0,5.0,37.0,4h 58m,Jazeb Akram,"76,991",11.0,4.2,,,,,1.0,0.0,1.0,4.4
678,Optical Character Recognition (OCR) in Python,https://www.udemy.com/course/ocr-optical-character-recognition-in-python/,859,71,3.0,4/2022,English,1.0,1.0,69.9,1.0,13.0,95.0,12h 57m,Jones Granatyr,"166,483",91.0,4.7,IA Expert Academy,"159,093",90.0,4.7,0.0,0.0,0.0,4.5
679,ChatGPT: Absolute guide to AI Assistants ANY Industry (2023),https://www.udemy.com/course/chatgpt-how-to-maximize-ai-assistants-for-any-industry/,638,78,1.0,1/2023,English,1.0,1.0,69.9,1.0,9.0,29.0,1h 17m,Alexander Hanneman,"12,349",8.0,4.6,,,,,0.0,0.0,0.0,4.5
680,Machine Learning and Deep Learning A-Z: Hands-On Python,https://www.udemy.com/course/machine-learning-and-deep-learning-a-z-hands-on-python/,"2,712",67,3.0,2/2023,English,1.0,1.0,299.9,1.0,25.0,104.0,18h 57m,Oak Academy,"282,084",257.0,4.5,OAK Academy Team,"347,382",276.0,4.5,1.0,0.0,0.0,4.6
681,AI Machine Learning Complete Course: for PHP & Python Devs,https://www.udemy.com/course/ai-machine-learning-complete-course/,"1,821",66,2.0,10/2018,English,1.0,1.0,139.9,1.0,10.0,65.0,4h 25m,Amr Shawqy,"1,821",1.0,4.2,Sameh Nabil,"1,821",1.0,4.2,0.0,0.0,0.0,4.2
682,Theoretical Machine Learning From Scratch - Linear Models,https://www.udemy.com/course/theoreritcalml1/,"14,091",66,1.0,4/2021,English,1.0,1.0,69.9,1.0,4.0,12.0,2h 5m,Raviteja Kolapalli,"14,091",1.0,4.6,,,,,0.0,0.0,0.0,4.6
683,Train and Deploy Tensorflow models using Google AI Platform,https://www.udemy.com/course/train-and-deploy-deep-learning-models/,"2,468",66,1.0,11/2020,English,1.0,1.0,105.9,1.0,6.0,61.0,8h 14m,Nour Islam Mokhtari,"4,641",3.0,4.3,,,,,0.0,0.0,0.0,4.6
684,Face Mask Recognition: Deep Learning based Desktop App,https://www.udemy.com/course/computer-vision-face-mask-detection-with-deep-learning/,"2,382",65,2.0,6/2022,English,1.0,1.0,279.9,1.0,8.0,68.0,4h 36m,Gusksra R,"81,797",14.0,4.3,Data Science Anywhere,"81,844",16.0,4.3,0.0,0.0,0.0,4.8
685,Scientific Computing with NumPy - Python Data Science,https://www.udemy.com/course/scientific-computing-with-numpy/,531,68,1.0,11/2021,English,1.0,1.0,299.9,1.0,12.0,74.0,5h 30m,TM Quest,"1,655",2.0,4.6,,,,,1.0,1.0,0.0,4.5
686,Machine Learning and Data Science Essentials with Python & R,https://www.udemy.com/course/machine-learning-with-python-r/,"4,860",65,1.0,12/2017,English,1.0,1.0,69.9,1.0,5.0,24.0,5h 36m,"AkaSkills! 35,000+ Students","38,855",9.0,3.8,,,,,0.0,0.0,0.0,4.4
687,Predictive Analytics With R,https://www.udemy.com/course/predictive-analytics-with-r/,312,66,1.0,2/2016,English,1.0,1.0,69.9,1.0,7.0,44.0,4h 22m,Easylearning guru,"11,074",13.0,3.5,,,,,0.0,0.0,0.0,4.1
688,Machine Learning Intro for Python Developers,https://www.udemy.com/course/machine-learning-intro-for-python-developers/,"10,814",65,1.0,1/2019,English,1.0,1.0,69.9,1.0,5.0,19.0,45m total,Frank Anemaet,"120,072",30.0,4.3,,,,,0.0,0.0,0.0,4.6
689,Machine Learning & Data Science Masterclass in Python and R,https://www.udemy.com/course/machine-learning-data-science-masterclass/,717,64,1.0,1/2021,English,1.0,1.0,69.9,1.0,32.0,204.0,17h 4m,Denis Panjuta,"354,048",41.0,4.5,,,,,1.0,0.0,0.0,3.9
690,Computer Vision - Object Detection on Videos - Deep Learning,https://www.udemy.com/course/machine-learning-on-videos-using-python/,330,64,1.0,12/2022,English,1.0,1.0,69.9,1.0,10.0,82.0,2h 43m,Vineeta Vashistha,"1,640",6.0,4.3,,,,,1.0,0.0,0.0,4.4
691,Building Big Data Pipelines with PySpark + MongoDB + Bokeh,https://www.udemy.com/course/building-big-data-pipelines-with-pyspark-mongodb-bokeh/,"2,385",63,1.0,2/2020,English,1.0,1.0,229.9,1.0,7.0,25.0,5h 4m,EBISYS R&D,"8,579",15.0,4.1,,,,,0.0,0.0,0.0,4.3
692,Hands - On Reinforcement Learning with Python,https://www.udemy.com/course/hands-on-reinforcement-learning-with-python/,368,63,1.0,4/2018,English,1.0,1.0,123.9,1.0,8.0,32.0,4h 27m,Packt Publishing,"410,224",977.0,3.9,,,,,0.0,0.0,0.0,3.6
693,Python Data Visualization using Seaborn - Beginners,https://www.udemy.com/course/seaborn-beginners-examturf/,"13,262",63,1.0,7/2021,English,1.0,1.0,179.9,1.0,3.0,17.0,2h 23m,Exam Turf,"137,486",30.0,3.9,,,,,0.0,0.0,0.0,3.8
694,Data Science: Bitcoin Data Visualization &  Price Prediction,https://www.udemy.com/course/cryptocurrency-data-visualization-bitcoin-price-prediction/,"6,801",63,1.0,3/2021,English,1.0,1.0,69.9,1.0,5.0,14.0,1h 25m,School of Disruptive Innovation,"42,402",14.0,4.1,,,,,0.0,0.0,0.0,4.3
695,Practical Foundations of R Programming,https://www.udemy.com/course/practical-foundations-of-r-programming/,808,62,1.0,6/2017,English,1.0,1.0,69.9,1.0,4.0,101.0,7h 53m,"Geoffrey Hubona, Ph.D.","32,069",26.0,4.1,,,,,0.0,0.0,0.0,4.5
696,awk tutorial,https://www.udemy.com/course/awk-tutorial/,"5,900",62,1.0,8/2021,English,1.0,1.0,69.9,1.0,1.0,13.0,32m total,Frank Anemaet,"120,072",30.0,4.3,,,,,0.0,0.0,0.0,4.4
697,Data Science with R Tidyverse,https://www.udemy.com/course/efficient-r-programming-with-the-tidyverse/,226,62,1.0,9/2020,English,1.0,1.0,69.9,1.0,4.0,22.0,2h 29m,Adam Hayward,226,1.0,4.8,,,,,0.0,0.0,0.0,4.8
698,Data Science:  Machine Learning algorithms in Matlab,https://www.udemy.com/course/machine-learning-step-by-step-guide/,550,61,1.0,4/2018,English,1.0,1.0,69.9,1.0,10.0,26.0,2h 39m,Geek Cafe,"4,195",3.0,3.9,,,,,1.0,0.0,0.0,3.6
699,R programming from Scratch & Practice Case Studies workout,https://www.udemy.com/course/introduction-to-r-programming-learn-r-syntax-by-example/,540,61,1.0,1/2021,English,1.0,1.0,69.9,1.0,5.0,49.0,4h 6m,Gopal Prasad Malakar,"112,628",17.0,4.2,,,,,0.0,0.0,0.0,3.8
700,Artificial Intelligence Bootcamp in R Programming,https://www.udemy.com/course/artificial-intelligence-bootcamp-in-r/,742,61,3.0,6/2020,English,1.0,1.0,69.9,1.0,10.0,85.0,9h 59m,Minerva Singh,"92,139",50.0,4.4,Ligency I Team,"2,318,090",148.0,4.6,0.0,0.0,0.0,4.1
701,Natural Language Processing | NLP Web App | RNN & LSTM,https://www.udemy.com/course/nlp-natural-language-processing/,"16,169",60,2.0,2/2023,English,1.0,1.0,179.9,1.0,10.0,56.0,5h 14m,SeaportAi .,"103,184",29.0,4.1,Sai Acuity Institute of Learning Pvt Ltd Enabling Learning Through Insight!,"316,137",45.0,3.9,0.0,0.0,0.0,4.1
702,YOLO: Custom Object Detection & Web App in Python,https://www.udemy.com/course/yolo-custom-object-detection/,467,62,2.0,2/2023,English,1.0,1.0,249.9,1.0,8.0,74.0,5h 10m,Gusksra R,"81,797",14.0,4.3,Data Science Anywhere,"81,844",16.0,4.3,0.0,0.0,0.0,4.5
703,Guide to Big Data Analytics: Origination to Opportunities,https://www.udemy.com/course/big-data-analytics/,612,60,1.0,12/2017,English,1.0,1.0,69.9,1.0,15.0,59.0,2h 27m,RankOne Consulting,"1,966",6.0,3.5,,,,,1.0,0.0,1.0,4.2
704,Azure Data Engineer Workshop In A Weekend,https://www.udemy.com/course/azuredata/,864,59,1.0,12/2022,English,1.0,1.0,69.9,1.0,8.0,31.0,9h 19m,Amit Navgire,"37,991",11.0,4.2,,,,,0.0,0.0,0.0,4.7
705,Data Science: Machine Learning and Deep Learning with Python,https://www.udemy.com/course/data-science-machine-learning-and-deep-learning-with-python/,"3,191",59,2.0,9/2019,English,1.0,1.0,179.9,0.0,17.0,60.0,14h 19m,Teach Premium,"28,272",2.0,4.0,Teach Apex,"88,326",9.0,4.0,0.0,0.0,0.0,4.7
706,Microsoft Azure Machine Learning - DP-100,https://www.udemy.com/course/azure-machine-learning-bootcamp/,294,59,1.0,2/2021,English,1.0,1.0,69.9,1.0,11.0,45.0,6h 35m,Data Science Training,345,2.0,3.5,,,,,0.0,0.0,0.0,3.8
707,Practical Data Literacy for Leaders,https://www.udemy.com/course/practical-data-literacy-masterclass/,683,61,1.0,2/2023,English,1.0,1.0,199.9,1.0,8.0,78.0,5h 2m,George Smarts,"72,932",28.0,4.5,,,,,0.0,0.0,0.0,4.6
708,The complete Machine Learning Data Science Course in Python,https://www.udemy.com/course/the-complete-machine-learning-data-science-course-in-python/,"2,289",59,1.0,5/2020,English,1.0,1.0,69.9,1.0,6.0,81.0,8h 15m,Coding School,"5,444",4.0,4.2,,,,,0.0,0.0,0.0,4.4
709,Learn Data Analysis with Python Pandas,https://www.udemy.com/course/python-pandas-data-manipulation-and-analysis/,"5,297",59,1.0,11/2018,English,1.0,1.0,89.9,1.0,6.0,32.0,2h 21m,Tony Staunton,"39,029",10.0,4.2,,,,,0.0,0.0,0.0,3.5
710,100 Days Of Code: Real World Data Science Projects Bootcamp,https://www.udemy.com/course/hands-on-data-science-build-real-world-projects/,"1,978",59,1.0,11/2022,English,1.0,1.0,199.9,1.0,101.0,731.0,105h 39m,Pianalytix .,"67,585",18.0,4.0,,,,,0.0,0.0,0.0,3.8
711,Optimization with Excel: Operations Research without Coding,https://www.udemy.com/course/optimization-with-excel-operations-research-without-coding/,442,63,1.0,1/2023,English,1.0,1.0,139.9,1.0,13.0,81.0,10h 3m,Rafael Silva Pinto,"10,654",5.0,4.6,,,,,0.0,0.0,0.0,4.5
712,Predicting Diabetes on Diagnostic using Machine Learning,https://www.udemy.com/course/predicting-diabetes-on-diagnostic-using-machine-learning-examturf/,"8,534",59,1.0,6/2021,English,1.0,1.0,159.9,1.0,4.0,10.0,1h 4m,Exam Turf,"137,486",30.0,3.9,,,,,0.0,0.0,0.0,4.0
713,Artificial Intelligence Projects with Python,https://www.udemy.com/course/deep-learning-with-python-course/,"7,423",59,1.0,9/2022,English,1.0,1.0,179.9,1.0,16.0,61.0,6h 15m,Yazılım Teknolojileri Akademisi,"23,606",10.0,4.5,,,,,0.0,0.0,0.0,4.4
714,Complete DataScience with Python and Tensorflow,https://www.udemy.com/course/complete-datascience-with-python-and-tensorflow/,334,58,1.0,7/2018,English,1.0,0.0,69.9,1.0,7.0,147.0,11h 3m,Full Stack Datascientist,334,1.0,3.4,,,,,0.0,0.0,0.0,3.4
715,Advanced Reinforcement Learning in Python: from DQN to SAC,https://www.udemy.com/course/advanced-reinforcement/,"1,028",59,1.0,12/2022,English,1.0,1.0,259.9,1.0,14.0,115.0,8h 5m,Escape Velocity Labs,"6,562",11.0,4.5,,,,,0.0,0.0,0.0,4.4
716,Data Science and Machine Learning with Java,https://www.udemy.com/course/data-science-and-machine-learning-with-java/,417,59,1.0,4/2019,English,1.0,1.0,159.9,1.0,2.0,48.0,5h 16m,Packt Publishing,"410,224",977.0,3.9,,,,,1.0,0.0,0.0,3.7
717,Open AI's Generative Pre-trained Transformer 3  (GPT3),https://www.udemy.com/course/open-ais-generative-pre-trained-transformer-3-gpt3/,"7,752",66,1.0,1/2023,English,1.0,1.0,69.9,1.0,22.0,42.0,4h 19m,Avinash A,"27,978",6.0,3.9,,,,,1.0,0.0,0.0,3.8
718,LEARNING PATH: MATLAB: Powerful Machine Learning with MATLAB,https://www.udemy.com/course/learning-path-matlab-powerful-machine-learning-with-matlab/,335,57,1.0,2/2018,English,1.0,1.0,159.9,1.0,2.0,28.0,3h 58m,Packt Publishing,"410,224",977.0,3.9,,,,,0.0,0.0,0.0,4.5
719,Advanced Apache Spark for Data Scientists and Developers ,https://www.udemy.com/course/advanced-apache-spark-for-data-scientists-and-developers/,512,57,1.0,1/2016,English,1.0,1.0,69.9,1.0,6.0,71.0,5h 33m,Adastra Academy,"47,618",6.0,3.9,,,,,1.0,0.0,0.0,3.7
720,Machine Learning A-Z™: Hands-On Python & R in Data Science,https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-python-and-r/,"10,832",57,1.0,11/2019,English,1.0,1.0,179.9,0.0,29.0,151.0,15h 10m,Apex Education,"44,617",16.0,3.8,,,,,0.0,0.0,0.0,3.5
721,The Complete Machine Learning and Data Science Course in R,https://www.udemy.com/course/the-complete-machine-learning-and-data-science-course-in-r/,251,57,1.0,3/2021,English,1.0,1.0,179.9,1.0,43.0,146.0,17h 36m,Data Science Academy,"6,618",4.0,4.4,,,,,0.0,0.0,0.0,4.6
722,Introduction to R programming & RStudio for beginners,https://www.udemy.com/course/introduction-to-r-programming-rstudio-for-beginners/,"7,210",57,1.0,1/2021,English,1.0,1.0,179.9,1.0,4.0,10.0,30m total,JP COURSES,"172,319",20.0,3.8,,,,,0.0,0.0,0.0,4.1
723,Programming Statistical Applications in R,https://www.udemy.com/course/programming-statistical-applications-in-r/,"1,675",57,1.0,9/2020,English,1.0,1.0,69.9,1.0,6.0,89.0,11h 10m,"Geoffrey Hubona, Ph.D.","32,069",26.0,4.1,,,,,0.0,0.0,0.0,3.7
724,Machine Learning for Predictive Maps in Python and Leaflet,https://www.udemy.com/course/machine-learning-for-predictive-maps-in-python-and-leaflet/,"3,261",57,1.0,6/2020,English,1.0,1.0,229.9,1.0,8.0,32.0,5h 58m,EBISYS R&D,"8,579",15.0,4.1,,,,,0.0,0.0,0.0,4.5
725,Market Basket Analysis & Linear Discriminant Analysis with R,https://www.udemy.com/course/market-basket-analysis-linear-discriminant-analysis-with-r/,346,57,1.0,8/2017,English,1.0,1.0,69.9,1.0,4.0,36.0,3h 24m,Gopal Prasad Malakar,"112,628",17.0,4.2,,,,,1.0,0.0,0.0,4.2
