,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
780,AI & ML w/ Python-2022-Practical Hands On with Minimum Maths,https://www.udemy.com/course/getting-started-with-ai-and-ml/,215,48,1,22-Dec,English,1,1,139.9,1,11.0,53.0,3.466666666666667,Aalekh Rai,4906.0,2,3.9,0,0.0,0.0,0,0,0,0,4.1
781,PySpark for Data Science - Beginners,https://www.udemy.com/course/pyspark-for-data-science-beginners-examturf/,12915,48,1,21-Jul,English,1,1,199.9,1,3.0,16.0,2.3166666666666664,Exam Turf,137486.0,30,3.9,0,0.0,0.0,0,0,0,0,4.5
782,SciKit-Learn in Python for Machine Learning Engineers,https://www.udemy.com/course/scikit-learn-in-python-for-machine-learning-engineers/,360,48,1,18-Mar,English,1,0,69.9,1,6.0,72.0,1.7833333333333332,Mike West,240510.0,50,4.2,0,0.0,0.0,0,1,0,0,3.9
783,"Data Analysis on AWS- Glue, Athena, Quicksight",https://www.udemy.com/course/data-analysis-on-aws-glue-athena-quicksight/,3147,48,1,23-Jan,English,1,1,69.9,1,9.0,21.0,1.5833333333333335,Harshit Srivastava,150466.0,117,3.8,0,0.0,0.0,0,1,0,0,4.2
784,Easy Analysis With Tableau,https://www.udemy.com/course/easy-analysis-with-tableau/,3865,48,1,21-Jul,English,1,1,105.9,1,4.0,10.0,1.8666666666666667,Abhinav Saraogi,3865.0,1,3.8,0,0.0,0.0,0,0,0,0,3.8
785,Supervised Machine Learning for beginners,https://www.udemy.com/course/supervised-machine-learning-for-beginners/,163,47,1,19-Jul,English,1,0,105.9,1,9.0,23.0,4.883333333333333,Ro Science,163.0,1,4.0,0,0.0,0.0,0,0,0,0,4.0
786,"AI, Basic Statistics, Basic Python, Basic R, ML (Overview)",https://www.udemy.com/course/ai-basic-statistics-basic-python-basic-r-ml-overview/,210,47,1,22-Feb,English,1,0,69.9,1,6.0,93.0,8.9,Shiv Onkar Deepak Kumar,1545.0,7,3.7,0,0.0,0.0,0,0,0,0,3.5
787,Tensorflow with Python,https://www.udemy.com/course/tensorflow-with-python-examturf/,14077,47,1,21-Jun,English,1,1,179.9,1,4.0,9.0,1.4833333333333334,Exam Turf,137486.0,30,3.9,0,0.0,0.0,0,0,0,0,3.3
788,TensorFlow 2.x Essentials - 2021,https://www.udemy.com/course/tensorflow-essentials/,8095,47,3,21-Jun,English,1,1,69.9,1,5.0,27.0,2.9,Data Science Anywhere,81844.0,16,4.3,1,73723.0,4.0,4.3,0,0,0,4.0
789,Master Deep Learning for Computer Vision in TensorFlow[2023],https://www.udemy.com/course/master-deep-learning-for-computer-vision-with-tensorflow-2/,206,47,1,23-Feb,English,1,1,159.9,1,32.0,218.0,71.0,Neuralearn Dot AI,9652.0,9,4.2,0,0.0,0.0,0,0,0,0,3.8
790,Deep Learning: Concept and Design Simple Network [Hindi],https://www.udemy.com/course/deep-learning-hindi-python/,2764,47,1,20-Aug,English,1,0,69.9,1,5.0,38.0,3.5,Rishi Bansal,45793.0,6,4.1,0,0.0,0.0,0,1,0,0,4.3
791,Data Science code that appears all the time at workplace,https://www.udemy.com/course/bitesize_python/,229,48,1,23-Feb,English,1,1,179.9,1,27.0,167.0,12.616666666666667,Dr. Spyros Giannelos,3321.0,17,4.9,0,0.0,0.0,0,0,0,0,4.9
792,Regression Analysis in R for Data Science: from Zero to Hero,https://www.udemy.com/course/regression-analysis-in-machine-learning-statistics-in-r/,9524,47,2,22-Nov,English,1,1,105.9,1,7.0,49.0,4.5,Kate Alison,81824.0,34,4.2,1,41763.0,10.0,4.1,1,1,0,3.8
793,Become a Citizen Data Scientist : Marketing perspective,https://www.udemy.com/course/become-a-citizen-data-scientist-marketing-perspective/,2384,46,1,16-Dec,English,1,0,69.9,1,7.0,33.0,1.6666666666666665,Mohamed Jendoubi,2404.0,1,3.9,0,0.0,0.0,0,1,0,0,3.9
794,K-Means for Cluster Analysis and Unsupervised Learning in R,https://www.udemy.com/course/k-means-for-cluster-analysis-and-unsupervised-learning-in-r/,5056,46,1,22-Jan,English,1,1,69.9,1,8.0,32.0,3.1666666666666665,Kate Alison,81824.0,34,4.2,0,0.0,0.0,0,0,0,0,4.5
795,Python Data Analysis and Data Science Essentials.,https://www.udemy.com/course/python-programming-essentials-intermediate-to-advanced-class/,952,46,1,22-Nov,English,1,1,69.9,1,10.0,69.0,5.766666666666667,Fanuel Mapuwei,2381.0,6,4.4,0,0.0,0.0,0,0,0,0,4.4
796,The Complete Course: Artificial Intelligence From Scratch,https://www.udemy.com/course/artificial-intelligence-mastercalss/,2558,47,1,18-Dec,English,1,1,199.9,1,12.0,150.0,14.283333333333333,Sobhan N.,22219.0,15,3.4,0,0.0,0.0,0,1,0,0,3.5
797,Be Aware of Data Science,https://www.udemy.com/course/be-aware-of-data-science/,282,46,3,22-Jan,English,1,1,179.9,1,6.0,59.0,6.05,Robert Barcik,28663.0,8,4.4,1,282.0,1.0,4.7,1,0,0,4.7
798,Data Science Statistics A-Z : Python,https://www.udemy.com/course/data-science-statistics-python/,260,46,1,19-Feb,English,1,1,69.9,1,11.0,103.0,14.116666666666667,Geekshub Pvt Ltd,4082.0,5,4.2,0,0.0,0.0,0,0,0,0,4.4
799,Data Science and Analytics with AWS Quicksight and Power BI,https://www.udemy.com/course/data-science-and-analytics-with-aws-quicksight-and-power-bi/,5434,46,1,22-Nov,English,1,1,69.9,1,10.0,23.0,2.0,Harshit Srivastava,150466.0,117,3.8,0,0.0,0.0,0,1,0,0,4.1
800,AWS Sagemaker 2018- Fully Managed Machine Learning Service,https://www.udemy.com/course/sagemaker/,1311,46,1,18-May,English,1,1,69.9,1,3.0,35.0,4.2,"Dr Aashish Dikshit, PHD(Founder of Lakshmish academy)",4585.0,16,2.8,0,0.0,0.0,0,0,0,0,2.9
801,How to use Artificial Intelligence - A guide for everyone!,https://www.udemy.com/course/how-to-use-artificial-intelligence-a-guide-for-everyone/,3208,69,1,23-Feb,English,1,1,69.9,1,6.0,18.0,0.8333333333333334,Ahmed Fessi,9558.0,2,4.5,0,0.0,0.0,0,1,0,0,4.6
802,R: Learn to Program in R & Use R for Effective Data Analysis,https://www.udemy.com/course/redwoodassociatesr/,542,45,1,17-Apr,English,1,1,69.9,1,6.0,27.0,5.766666666666667,ATI - Analytics Training Institute,19491.0,12,3.7,0,0.0,0.0,0,0,0,0,3.5
803,Data and Statistics (For Business and Economics),https://www.udemy.com/course/data-and-statistics-for-business-and-economics/,943,45,1,20-Sep,English,1,1,69.9,1,5.0,39.0,2.9833333333333334,Shubham Kalra,13620.0,8,4.3,0,0.0,0.0,0,1,0,0,4.2
804,Learn Automated Machine Learning : Build Real World Projects,https://www.udemy.com/course/learn-automated-machine-learning-build-real-world-projects/,2044,45,1,22-Oct,English,1,1,69.9,1,16.0,117.0,10.233333333333333,Pianalytix .,67585.0,18,4.0,0,0.0,0.0,0,0,0,0,4.0
805,Kaggle Masterclass - build a Machine Learning Portfolio,https://www.udemy.com/course/kaggle-masterclass/,9504,46,1,21-Apr,English,1,1,179.9,1,12.0,61.0,3.5166666666666666,Taimur Zahid,37674.0,3,3.8,0,0.0,0.0,0,0,0,0,3.6
806,Tensorflow on Google's Cloud Platform for Data Engineers,https://www.udemy.com/course/tensorflow-on-googles-cloud-platform-for-data-engineers/,577,45,1,17-Aug,English,1,1,69.9,1,4.0,44.0,1.2666666666666666,Mike West,240510.0,50,4.2,0,0.0,0.0,0,1,0,0,4.1
807,250+ Exercises - Data Science Bootcamp in Python - 2023,https://www.udemy.com/course/250-exercises-data-science-bootcamp-in-python/,31307,45,1,22-Aug,English,1,1,69.9,1,31.0,64.0,0.6,Paweł Krakowiak,259979.0,87,4.5,0,0.0,0.0,0,0,0,0,4.6
808,NumPy Bootcamp for Data Science and ML in Python - 2023,https://www.udemy.com/course/numpy-for-data-science-and-machine-learning-in-python/,14010,47,1,22-Nov,English,1,1,69.9,1,14.0,49.0,4.3,Jobshie Academy,66593.0,19,4.3,0,0.0,0.0,0,0,0,0,4.1
809,Data Science Methodology in Action using Dataiku,https://www.udemy.com/course/data-science-methodology-in-action-using-dataiku/,175,45,1,22-Nov,English,1,1,69.9,1,12.0,38.0,3.9,Neena Sathi,966.0,13,4.3,0,0.0,0.0,0,1,0,1,4.6
810,The Supervised Machine Learning Bootcamp,https://www.udemy.com/course/the-supervised-machine-learning-course/,960,45,1,22-Sep,English,1,1,259.9,1,7.0,83.0,5.866666666666667,365 Careers,2246699.0,91,4.5,0,0.0,0.0,0,1,0,0,4.5
811,SPSS Linear Regression Complete Tutorial with PhD Professor,https://www.udemy.com/course/statsfriend-spss-linear-regression-complete-walkthrough/,1282,45,1,19-Feb,English,1,1,199.9,1,7.0,47.0,11.066666666666666,Stats Friend,1282.0,1,4.6,0,0.0,0.0,0,0,0,0,4.6
812,"Data Science: Build, Train & Test a Machine Learning Model",https://www.udemy.com/course/data-science-hands-on-graduate-admission-prediction-using-ml/,2908,45,1,20-Sep,English,1,1,69.9,1,5.0,7.0,0.6666666666666666,School of Disruptive Innovation,42402.0,14,4.1,0,0.0,0.0,0,0,0,0,3.8
813,Learn Python For Data Science W/ Search & Recommender Algos!,https://www.udemy.com/course/learn-python-for-data-science-w-search-recommender-algos/,5377,44,1,18-Mar,English,1,1,69.9,1,7.0,31.0,4.316666666666666,Larry Wai,7660.0,3,4.0,0,0.0,0.0,0,1,1,0,4.0
814,Introduction to Python and Machine Learning,https://www.udemy.com/course/introduction-to-python-and-machine-learning/,156,44,1,18-Dec,English,1,1,105.9,1,15.0,124.0,5.583333333333333,Girish Shakya,3620.0,5,3.2,0,0.0,0.0,0,0,0,0,4.0
815,Pandas: Beginner To Advance 2021,https://www.udemy.com/course/pandas-beginner-to-advance-2020/,3290,44,1,20-Jun,English,1,1,69.9,1,13.0,28.0,1.9333333333333333,Aviral Pathak,3290.0,1,4.0,0,0.0,0.0,0,0,0,0,4.0
816,Amazon Sagemaker Basics Guide,https://www.udemy.com/course/amazon-sagemaker/,23380,44,1,22-Nov,English,1,1,199.9,1,15.0,45.0,1.4666666666666668,Josh Werner,1496888.0,193,3.8,0,0.0,0.0,0,0,0,0,3.0
817,Make predictions with Python machine learning for apps,https://www.udemy.com/course/pythonmachinelearning/,558,44,2,18-May,English,1,1,69.9,1,17.0,122.0,17.416666666666668,Mammoth Interactive,381792.0,263,4.3,1,520482.0,292.0,4.3,0,0,0,3.9
818,Hands-On Statistical Predictive Modeling,https://www.udemy.com/course/hands-on-statistical-predictive-modeling/,249,44,1,18-Oct,English,1,1,69.9,1,4.0,18.0,3.0,Packt Publishing,410224.0,977,3.9,0,0.0,0.0,0,0,0,0,3.6
819,"AI LAW, ETHICS, PRIVACY & LEGALITIES - DR. PAVAN DUGGAL -CLU",https://www.udemy.com/course/ai-law-ethics-privacy-by-dr-pavan-duggal/,156,43,1,21-Feb,English,1,1,69.9,1,39.0,39.0,1.1333333333333333,Dr. Pavan Duggal,28016.0,15,4.2,0,0.0,0.0,0,0,0,0,4.1
820,College Level Neural Nets [I] - Basic Nets: Math & Practice!,https://www.udemy.com/course/deep-learning-neural-nets-with-math-derivations-part-1/,760,43,1,20-Nov,English,1,1,229.9,1,13.0,83.0,13.35,"Ahmed Fathy, MSc",40780.0,6,4.3,0,0.0,0.0,0,0,0,0,4.7
821,Advanced Data Science: Master Deep Web Experiment Analysis!,https://www.udemy.com/course/agile-experiment-analytics/,708,43,1,16-Aug,English,1,1,69.9,1,5.0,27.0,5.016666666666667,Larry Wai,7660.0,3,4.0,0,0.0,0.0,0,1,1,0,3.7
822,"Python: Solved Interview Ques on Algorithms, Data Structures",https://www.udemy.com/course/python-solved-interview-ques-on-algorithms-data-structures/,521,43,1,21-Jul,English,1,0,69.9,1,5.0,116.0,9.55,Satish Venkatesh,14736.0,10,3.5,0,0.0,0.0,0,0,0,0,4.2
823,Complete Data Science Course 2021 : R Data Science & ML,https://www.udemy.com/course/r-for-data-science-and-machine-learning/,7311,44,2,21-Jun,English,1,1,229.9,1,16.0,85.0,13.816666666666666,Sunil Kumar Gupta,37596.0,4,3.6,1,7311.0,1.0,3.5,0,0,0,3.5
824,"Machine Learning, Business analytics with R Programming & Py",https://www.udemy.com/course/complete-machine-learning-data-science-with-r-programming/,1380,42,1,20-Dec,English,1,1,69.9,1,23.0,114.0,18.416666666666668,"Akhilendra Singh MBA, CSPO, PSM1",13176.0,5,4.4,0,0.0,0.0,0,1,0,0,4.4
825,Mastering Data Visualization with Python using Seaborn Lib.,https://www.udemy.com/course/data-visualization-in-python-using-seaborn-library/,14269,43,1,22-Nov,English,1,1,69.9,1,21.0,57.0,5.55,Jobshie Academy,66593.0,19,4.3,0,0.0,0.0,0,0,0,0,4.4
826,A Practical Guide to Alteryx for Data Science & Analytics,https://www.udemy.com/course/practical-guide-to-alteryx-for-data-science/,219,42,1,19-May,English,1,1,69.9,1,5.0,28.0,2.783333333333333,Jeff Lo,616.0,2,3.7,0,0.0,0.0,0,0,0,1,3.7
827,Machine Learning and  Deep Learning Using TensorFlow,https://www.udemy.com/course/machine-learning-and-deep-learning-using-tensorflow/,561,42,1,22-Apr,English,1,1,69.9,1,11.0,40.0,10.1,Saikat Ghosh,561.0,1,4.8,0,0.0,0.0,0,0,0,0,4.8
828,Time Series Analysis Real world use-cases in python,https://www.udemy.com/course/time-series-analysis-real-world-use-cases-in-python/,12271,43,1,22-Nov,English,1,1,105.9,1,5.0,41.0,6.75,Shan Singh,286568.0,21,4.3,0,0.0,0.0,0,0,0,0,4.7
829,Clustering Analysis Masterclass using Python [2022 Edition],https://www.udemy.com/course/master-clustering-analysis-using-python/,2134,42,1,22-Mar,English,1,1,69.9,1,6.0,55.0,3.183333333333333,Data Is Good Academy,254290.0,31,4.3,0,0.0,0.0,0,1,0,0,3.8
830,Google Colab Crash Course in 30 Minutes,https://www.udemy.com/course/google-colab-crash-course/,3291,42,1,22-May,English,1,1,69.9,1,9.0,17.0,0.5333333333333333,Studyopedia Trainings,20581.0,16,4.2,0,0.0,0.0,0,0,0,0,4.2
831,Machine Learning Real World Case Studies | Hands-on Python,https://www.udemy.com/course/applied-machine-learning-real-world-projects-using-python/,10366,42,1,22-Nov,English,1,1,69.9,1,5.0,77.0,14.916666666666666,Shan Singh,286568.0,21,4.3,0,0.0,0.0,0,0,0,0,4.6
832,House Price Prediction using Linear Regression and Python,https://www.udemy.com/course/house-price-prediction-using-linear-regression-and-python-examturf/,12197,42,1,21-Jun,English,1,1,199.9,1,6.0,18.0,2.783333333333333,Exam Turf,137486.0,30,3.9,0,0.0,0.0,0,0,0,0,3.9
833,Quantifying Energy Investments using Data Science,https://www.udemy.com/course/data_for_energy_markets/,181,43,1,23-Feb,English,1,0,69.9,1,9.0,29.0,5.65,Dr. Spyros Giannelos,3321.0,17,4.9,0,0.0,0.0,0,0,0,0,5.0
834,Deep learning :End to End Object Detection Masters,https://www.udemy.com/course/end-to-end-object-detection-masters/,259,41,1,21-May,English,1,1,69.9,1,15.0,107.0,9.4,Ineuron Intelligence,3824.0,3,4.5,0,0.0,0.0,0,0,0,0,4.4
835,Apache Spark with Scala useful for Databricks Certification,https://www.udemy.com/course/apache-spark-with-scala-useful-for-databricks-certification/,12193,42,1,22-Nov,English,1,1,69.9,1,6.0,78.0,5.6,Bigdata Engineer,69093.0,23,3.9,0,0.0,0.0,0,0,0,0,4.6
836,Testing Statistical Hypotheses in Data science with Python 3,https://www.udemy.com/course/testing-statistical-hypotheses-in-data-science-with-python-3/,277,41,1,20-Jan,English,1,1,69.9,1,5.0,30.0,4.166666666666667,Luc Zio,3344.0,7,4.3,0,0.0,0.0,0,1,0,0,4.0
837,Python Pandas Data Crash Course 2023 Learn by Doing.,https://www.udemy.com/course/python-pandas-data-crash-course/,17446,43,1,22-Dec,English,1,1,69.9,1,7.0,37.0,4.416666666666667,Temotec Learning Academy,343709.0,14,3.7,0,0.0,0.0,0,0,0,0,3.8
838,Deep Learning Application for Earth Observation,https://www.udemy.com/course/deep-learning-application-for-earth-observation/,159,42,1,22-Nov,English,1,1,229.9,1,9.0,41.0,4.833333333333333,Tek Bahadur Kshetri,6213.0,6,4.2,0,0.0,0.0,0,1,0,0,4.4
839,Learn Data Science and Analytics with AWS Quicksight- 2023,https://www.udemy.com/course/learn-data-science-and-analytics-with-aws-quicksight/,3372,41,1,22-Nov,English,1,1,69.9,1,6.0,16.0,1.2166666666666668,Harshit Srivastava,150466.0,117,3.8,0,0.0,0.0,0,1,0,0,3.9
840,Machine Learning Practical Course: Build 30 Projects,https://www.udemy.com/course/machine-learning-practical-course-build-real-world-projects/,2056,41,1,22-Oct,English,1,1,69.9,1,31.0,173.0,19.483333333333334,The Machine Learning,7832.0,6,4.1,0,0.0,0.0,0,0,0,0,3.8
841,beginner to advanced - how to become a data scientist,https://www.udemy.com/course/beginner-to-advanced-how-to-become-a-data-scientist/,902,41,1,23-Jan,English,1,1,179.9,1,5.0,66.0,10.383333333333333,Dan We,82755.0,66,4.5,0,0.0,0.0,0,0,0,0,4.2
842,data build tool in Cloud(dbt Cloud),https://www.udemy.com/course/dbt-cloud/,228,41,1,21-Oct,English,1,0,159.9,1,8.0,26.0,2.25,Jim Macaulay,956.0,13,3.8,0,0.0,0.0,0,1,0,0,3.6
843,Spark SQL & Hadoop (For Data Science),https://www.udemy.com/course/spark-sql-hadoop-for-data-scientists-big-data-analysts/,5440,41,1,22-Mar,English,1,1,179.9,1,13.0,85.0,5.683333333333334,Matthew Barr,10175.0,4,4.7,0,0.0,0.0,0,0,0,0,4.6
844,Sentiment Analysis with Python,https://www.udemy.com/course/sentiment-analysis-with-python-examturf/,12034,40,1,21-Jun,English,1,1,159.9,1,3.0,7.0,1.15,Exam Turf,137486.0,30,3.9,0,0.0,0.0,0,0,0,0,3.9
845,Big Data in Economics / Energy,https://www.udemy.com/course/data-engineering-for-electrical-energy-systems/,341,40,1,23-Feb,English,1,0,179.9,1,12.0,45.0,6.5,Dr. Spyros Giannelos,3321.0,17,4.9,0,0.0,0.0,0,0,0,0,4.9
846,Machine Learning Projects: Recommendation system website,https://www.udemy.com/course/machine-learning-projects-recommendation-system-website/,160,40,1,18-Aug,English,1,1,69.9,1,4.0,36.0,3.4333333333333336,Mari Enterkini,160.0,1,3.6,0,0.0,0.0,0,0,0,0,3.6
847,Learn Python By Doing: 25 Real World Projects Masterclass,https://www.udemy.com/course/artificial-intelligence-case-study/,1556,40,1,21-Nov,English,1,1,69.9,1,26.0,224.0,43.03333333333333,Pianalytix .,67595.0,18,4.0,0,0.0,0.0,0,0,0,0,3.7
848,Deep Learning: Convolutional Neural Networks for developers,https://www.udemy.com/course/convolutional-neural-net-cnn-for-developers/,4510,40,1,22-Oct,English,1,1,69.9,1,1.0,12.0,2.8166666666666664,Alexsandro Souza,14378.0,4,4.1,0,0.0,0.0,0,0,0,0,4.3
849,"Data science, machine learning, and analytics without coding",https://www.udemy.com/course/data-science-machine-learning-and-analytics-without-coding/,294,40,1,21-Jan,English,1,1,139.9,1,8.0,44.0,3.1666666666666665,Eric Hulbert,2232.0,2,4.3,0,0.0,0.0,0,0,0,0,4.3
850,Data Science- Hypothesis Testing Using Minitab and R,https://www.udemy.com/course/hypothesis-testing-using-minitab-and-r/,1112,40,1,17-Apr,English,1,1,69.9,1,3.0,24.0,3.9333333333333336,ExcelR Solutions,15180.0,8,3.9,0,0.0,0.0,0,0,0,0,4.1
851,Unbalanced Data - Quick Start,https://www.udemy.com/course/imbalanced-learning-quick-start/,2038,40,1,19-Oct,English,1,1,69.9,0,2.0,18.0,1.4833333333333334,Bassam Almogahed,2439.0,2,4.3,0,0.0,0.0,0,1,0,0,4.2
852,Data Visualization & Storytelling,https://www.udemy.com/course/data-visualization-storytelling/,222,39,1,20-Aug,English,1,1,69.9,1,10.0,38.0,2.466666666666667,Jose Berengueres,222.0,1,4.5,0,0.0,0.0,0,1,0,0,4.5
853,Document classification using Machine Learning,https://www.udemy.com/course/document-classification-using-machine-learning/,166,39,1,19-Dec,English,1,1,89.9,1,5.0,26.0,1.5333333333333332,Evergreen Technologies,15066.0,55,3.5,0,0.0,0.0,0,0,0,0,3.8
854,neural networks for autoencoders and recommender systems,https://www.udemy.com/course/neural-networks-for-autoencoders-and-recommender-systems/,5006,39,1,22-Aug,English,1,1,179.9,1,1.0,16.0,1.8,Dan We,82755.0,66,4.5,0,0.0,0.0,0,0,0,0,3.9
855,Data Science for Business Analytics and Intelligence 2021,https://www.udemy.com/course/data-science-for-business-analytics-and-intelligence/,734,39,1,21-Feb,English,1,1,69.9,1,3.0,8.0,0.9833333333333333,The Click Reader,14326.0,11,3.9,0,0.0,0.0,0,0,0,0,3.7
856,Genetic Algorithm Concepts and Working,https://www.udemy.com/course/genetic-algorithm-concepts-and-working/,99,45,1,22-Aug,English,1,1,69.9,1,4.0,12.0,2.3166666666666664,Dr.Deeba K,566.0,3,4.7,0,0.0,0.0,0,1,0,0,5.0
857,Masterclass of  Machine Learning with Python,https://www.udemy.com/course/master-machine-learning-with-scikit-learn-library-python/,375,39,1,20-Nov,English,1,1,179.9,1,6.0,69.0,10.383333333333333,Piyushh n Dave,5430.0,8,4.5,0,0.0,0.0,0,0,0,0,4.7
858,The Theory of Deep Learning - Deep Neural Networks 2022,https://www.udemy.com/course/the-theory-of-deep-learning/,791,39,2,21-Feb,English,1,1,69.9,1,4.0,9.0,0.5666666666666667,The Click Reader,14326.0,11,3.9,1,4373.0,5.0,3.9,1,0,0,3.8
859,"NumPy, Pandas, Matplotlib in Python for Machine Learning",https://www.udemy.com/course/2021-numpy-pandas-matplotlib-for-machine-learning/,5261,39,1,21-Aug,English,1,1,105.9,1,5.0,49.0,1.7666666666666666,Teaching Bee,5261.0,1,4.2,0,0.0,0.0,0,1,0,0,4.2
860,High Resolution Generative Adversarial Networks (GANs),https://www.udemy.com/course/high-resolution-generative-adversarial-networks/,410,39,1,22-Jan,English,1,1,139.9,1,14.0,57.0,7.483333333333333,Brad Klingensmith,449.0,2,4.6,0,0.0,0.0,0,0,0,0,4.4
861,Machine Learning Projects Masterclass: Build 25 Projects,https://www.udemy.com/course/build-machine-learning-projects/,2197,38,1,22-Oct,English,1,1,249.9,1,26.0,141.0,15.783333333333333,The Machine Learning,7832.0,6,4.1,0,0.0,0.0,0,0,0,0,4.2
862,K-Means for Cluster Analysis and Unsupervised Learning,https://www.udemy.com/course/kmeans-clustering/,2486,38,1,19-May,English,1,1,69.9,1,4.0,8.0,1.1666666666666667,Hannes Hinrichs,2486.0,1,4.3,0,0.0,0.0,0,0,0,0,4.3
863,NLP Techniques for creating AI Chatbots,https://www.udemy.com/course/nlp-chatbots/,232,38,1,20-Oct,English,1,1,69.9,1,10.0,34.0,2.0,Popescu Daniel,232.0,1,3.6,0,0.0,0.0,0,0,0,0,3.6
864,Learning Path: R: Master R Data Analysis and Visualization,https://www.udemy.com/course/learning-path-rmaster-data-analysis-visualization-with-r/,279,38,1,18-Jun,English,1,1,69.9,1,3.0,131.0,11.3,Packt Publishing,410224.0,977,3.9,0,0.0,0.0,0,1,0,0,4.0
