,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
679,Machine Learning Intro for Python Developers,https://www.udemy.com/course/machine-learning-intro-for-python-developers/,10814,65,1,19-Jan,English,1,1,69.9,1,5.0,19.0,0.75,Frank Anemaet,120072.0,30,4.3,0,0.0,0.0,0,0,0,0,4.6
680,Machine Learning & Data Science Masterclass in Python and R,https://www.udemy.com/course/machine-learning-data-science-masterclass/,717,64,1,21-Jan,English,1,1,69.9,1,32.0,204.0,17.066666666666666,Denis Panjuta,354048.0,41,4.5,0,0.0,0.0,0,1,0,0,3.9
681,Computer Vision - Object Detection on Videos - Deep Learning,https://www.udemy.com/course/machine-learning-on-videos-using-python/,330,64,1,22-Dec,English,1,1,69.9,1,10.0,82.0,2.716666666666667,Vineeta Vashistha,1640.0,6,4.3,0,0.0,0.0,0,1,0,0,4.4
682,Building Big Data Pipelines with PySpark + MongoDB + Bokeh,https://www.udemy.com/course/building-big-data-pipelines-with-pyspark-mongodb-bokeh/,2385,63,1,20-Feb,English,1,1,229.9,1,7.0,25.0,5.066666666666666,EBISYS R&D,8579.0,15,4.1,0,0.0,0.0,0,0,0,0,4.3
683,Hands - On Reinforcement Learning with Python,https://www.udemy.com/course/hands-on-reinforcement-learning-with-python/,368,63,1,18-Apr,English,1,1,123.9,1,8.0,32.0,4.45,Packt Publishing,410224.0,977,3.9,0,0.0,0.0,0,0,0,0,3.6
684,Python Data Visualization using Seaborn - Beginners,https://www.udemy.com/course/seaborn-beginners-examturf/,13262,63,1,21-Jul,English,1,1,179.9,1,3.0,17.0,2.3833333333333333,Exam Turf,137486.0,30,3.9,0,0.0,0.0,0,0,0,0,3.8
685,Data Science: Bitcoin Data Visualization &  Price Prediction,https://www.udemy.com/course/cryptocurrency-data-visualization-bitcoin-price-prediction/,6801,63,1,21-Mar,English,1,1,69.9,1,5.0,14.0,1.4166666666666667,School of Disruptive Innovation,42402.0,14,4.1,0,0.0,0.0,0,0,0,0,4.3
686,Practical Foundations of R Programming,https://www.udemy.com/course/practical-foundations-of-r-programming/,808,62,1,17-Jun,English,1,1,69.9,1,4.0,101.0,7.883333333333333,"Geoffrey Hubona, Ph.D.",32069.0,26,4.1,0,0.0,0.0,0,0,0,0,4.5
687,awk tutorial,https://www.udemy.com/course/awk-tutorial/,5900,62,1,21-Aug,English,1,1,69.9,1,1.0,13.0,0.5333333333333333,Frank Anemaet,120072.0,30,4.3,0,0.0,0.0,0,0,0,0,4.4
688,Data Science with R Tidyverse,https://www.udemy.com/course/efficient-r-programming-with-the-tidyverse/,226,62,1,20-Sep,English,1,1,69.9,1,4.0,22.0,2.4833333333333334,Adam Hayward,226.0,1,4.8,0,0.0,0.0,0,0,0,0,4.8
689,Data Science:  Machine Learning algorithms in Matlab,https://www.udemy.com/course/machine-learning-step-by-step-guide/,550,61,1,18-Apr,English,1,1,69.9,1,10.0,26.0,2.65,Geek Cafe,4195.0,3,3.9,0,0.0,0.0,0,1,0,0,3.6
690,R programming from Scratch & Practice Case Studies workout,https://www.udemy.com/course/introduction-to-r-programming-learn-r-syntax-by-example/,540,61,1,21-Jan,English,1,1,69.9,1,5.0,49.0,4.1,Gopal Prasad Malakar,112628.0,17,4.2,0,0.0,0.0,0,0,0,0,3.8
691,Artificial Intelligence Bootcamp in R Programming,https://www.udemy.com/course/artificial-intelligence-bootcamp-in-r/,742,61,3,20-Jun,English,1,1,69.9,1,10.0,85.0,9.983333333333333,Minerva Singh,92139.0,50,4.4,1,2318090.0,148.0,4.6,0,0,0,4.1
692,Natural Language Processing | NLP Web App | RNN & LSTM,https://www.udemy.com/course/nlp-natural-language-processing/,16169,60,2,23-Feb,English,1,1,179.9,1,10.0,56.0,5.233333333333333,SeaportAi .,103184.0,29,4.1,1,316137.0,45.0,3.9,0,0,0,4.1
693,YOLO: Custom Object Detection & Web App in Python,https://www.udemy.com/course/yolo-custom-object-detection/,467,62,2,23-Feb,English,1,1,249.9,1,8.0,74.0,5.166666666666667,Gusksra R,81797.0,14,4.3,1,81844.0,16.0,4.3,0,0,0,4.5
694,Guide to Big Data Analytics: Origination to Opportunities,https://www.udemy.com/course/big-data-analytics/,612,60,1,17-Dec,English,1,1,69.9,1,15.0,59.0,2.45,RankOne Consulting,1966.0,6,3.5,0,0.0,0.0,0,1,0,1,4.2
695,Azure Data Engineer Workshop In A Weekend,https://www.udemy.com/course/azuredata/,864,59,1,22-Dec,English,1,1,69.9,1,8.0,31.0,9.316666666666666,Amit Navgire,37991.0,11,4.2,0,0.0,0.0,0,0,0,0,4.7
696,Data Science: Machine Learning and Deep Learning with Python,https://www.udemy.com/course/data-science-machine-learning-and-deep-learning-with-python/,3191,59,2,19-Sep,English,1,1,179.9,0,17.0,60.0,14.316666666666666,Teach Premium,28272.0,2,4.0,1,88326.0,9.0,4,0,0,0,4.7
697,Microsoft Azure Machine Learning - DP-100,https://www.udemy.com/course/azure-machine-learning-bootcamp/,294,59,1,21-Feb,English,1,1,69.9,1,11.0,45.0,6.583333333333333,Data Science Training,345.0,2,3.5,0,0.0,0.0,0,0,0,0,3.8
698,Practical Data Literacy for Leaders,https://www.udemy.com/course/practical-data-literacy-masterclass/,683,61,1,23-Feb,English,1,1,199.9,1,8.0,78.0,5.033333333333333,George Smarts,72932.0,28,4.5,0,0.0,0.0,0,0,0,0,4.6
699,The complete Machine Learning Data Science Course in Python,https://www.udemy.com/course/the-complete-machine-learning-data-science-course-in-python/,2289,59,1,20-May,English,1,1,69.9,1,6.0,81.0,8.25,Coding School,5444.0,4,4.2,0,0.0,0.0,0,0,0,0,4.4
700,Learn Data Analysis with Python Pandas,https://www.udemy.com/course/python-pandas-data-manipulation-and-analysis/,5297,59,1,18-Nov,English,1,1,89.9,1,6.0,32.0,2.35,Tony Staunton,39029.0,10,4.2,0,0.0,0.0,0,0,0,0,3.5
701,100 Days Of Code: Real World Data Science Projects Bootcamp,https://www.udemy.com/course/hands-on-data-science-build-real-world-projects/,1978,59,1,22-Nov,English,1,1,199.9,1,101.0,731.0,105.65,Pianalytix .,67585.0,18,4.0,0,0.0,0.0,0,0,0,0,3.8
702,Optimization with Excel: Operations Research without Coding,https://www.udemy.com/course/optimization-with-excel-operations-research-without-coding/,442,63,1,23-Jan,English,1,1,139.9,1,13.0,81.0,10.05,Rafael Silva Pinto,10654.0,5,4.6,0,0.0,0.0,0,0,0,0,4.5
703,Predicting Diabetes on Diagnostic using Machine Learning,https://www.udemy.com/course/predicting-diabetes-on-diagnostic-using-machine-learning-examturf/,8534,59,1,21-Jun,English,1,1,159.9,1,4.0,10.0,1.0666666666666667,Exam Turf,137486.0,30,3.9,0,0.0,0.0,0,0,0,0,4.0
704,Artificial Intelligence Projects with Python,https://www.udemy.com/course/deep-learning-with-python-course/,7423,59,1,22-Sep,English,1,1,179.9,1,16.0,61.0,6.25,Yazılım Teknolojileri Akademisi,23606.0,10,4.5,0,0.0,0.0,0,0,0,0,4.4
705,Complete DataScience with Python and Tensorflow,https://www.udemy.com/course/complete-datascience-with-python-and-tensorflow/,334,58,1,18-Jul,English,1,0,69.9,1,7.0,147.0,11.05,Full Stack Datascientist,334.0,1,3.4,0,0.0,0.0,0,0,0,0,3.4
706,Advanced Reinforcement Learning in Python: from DQN to SAC,https://www.udemy.com/course/advanced-reinforcement/,1028,59,1,22-Dec,English,1,1,259.9,1,14.0,115.0,8.083333333333334,Escape Velocity Labs,6562.0,11,4.5,0,0.0,0.0,0,0,0,0,4.4
707,Data Science and Machine Learning with Java,https://www.udemy.com/course/data-science-and-machine-learning-with-java/,417,59,1,19-Apr,English,1,1,159.9,1,2.0,48.0,5.266666666666667,Packt Publishing,410224.0,977,3.9,0,0.0,0.0,0,1,0,0,3.7
708,Open AI's Generative Pre-trained Transformer 3  (GPT3),https://www.udemy.com/course/open-ais-generative-pre-trained-transformer-3-gpt3/,7752,66,1,23-Jan,English,1,1,69.9,1,22.0,42.0,4.316666666666666,Avinash A,27978.0,6,3.9,0,0.0,0.0,0,1,0,0,3.8
709,LEARNING PATH: MATLAB: Powerful Machine Learning with MATLAB,https://www.udemy.com/course/learning-path-matlab-powerful-machine-learning-with-matlab/,335,57,1,18-Feb,English,1,1,159.9,1,2.0,28.0,3.966666666666667,Packt Publishing,410224.0,977,3.9,0,0.0,0.0,0,0,0,0,4.5
710,Advanced Apache Spark for Data Scientists and Developers ,https://www.udemy.com/course/advanced-apache-spark-for-data-scientists-and-developers/,512,57,1,16-Jan,English,1,1,69.9,1,6.0,71.0,5.55,Adastra Academy,47618.0,6,3.9,0,0.0,0.0,0,1,0,0,3.7
711,Machine Learning A-Z™: Hands-On Python & R in Data Science,https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-python-and-r/,10832,57,1,19-Nov,English,1,1,179.9,0,29.0,151.0,15.166666666666666,Apex Education,44617.0,16,3.8,0,0.0,0.0,0,0,0,0,3.5
712,The Complete Machine Learning and Data Science Course in R,https://www.udemy.com/course/the-complete-machine-learning-and-data-science-course-in-r/,251,57,1,21-Mar,English,1,1,179.9,1,43.0,146.0,17.6,Data Science Academy,6618.0,4,4.4,0,0.0,0.0,0,0,0,0,4.6
713,Introduction to R programming & RStudio for beginners,https://www.udemy.com/course/introduction-to-r-programming-rstudio-for-beginners/,7210,57,1,21-Jan,English,1,1,179.9,1,4.0,10.0,0.5,JP COURSES,172319.0,20,3.8,0,0.0,0.0,0,0,0,0,4.1
714,Programming Statistical Applications in R,https://www.udemy.com/course/programming-statistical-applications-in-r/,1675,57,1,20-Sep,English,1,1,69.9,1,6.0,89.0,11.166666666666666,"Geoffrey Hubona, Ph.D.",32069.0,26,4.1,0,0.0,0.0,0,0,0,0,3.7
715,Machine Learning for Predictive Maps in Python and Leaflet,https://www.udemy.com/course/machine-learning-for-predictive-maps-in-python-and-leaflet/,3261,57,1,20-Jun,English,1,1,229.9,1,8.0,32.0,5.966666666666667,EBISYS R&D,8579.0,15,4.1,0,0.0,0.0,0,0,0,0,4.5
716,Market Basket Analysis & Linear Discriminant Analysis with R,https://www.udemy.com/course/market-basket-analysis-linear-discriminant-analysis-with-r/,346,57,1,17-Aug,English,1,1,69.9,1,4.0,36.0,3.4,Gopal Prasad Malakar,112628.0,17,4.2,0,0.0,0.0,0,1,0,0,4.2
717,Batch Processing with Apache Beam in Python,https://www.udemy.com/course/apache-beam-python/,258,56,1,20-Sep,English,1,1,105.9,1,3.0,19.0,1.15,Alexandra Abbas,2275.0,2,3.7,0,0.0,0.0,0,0,0,0,3.2
718,Get Friendly With A.I. Basics,https://www.udemy.com/course/get-friendly-with-ai-basics/,7693,56,1,19-Sep,English,1,1,69.9,1,1.0,10.0,0.8166666666666667,Dr. Dheeraj Mehrotra,205031.0,450,3.5,0,0.0,0.0,0,0,0,0,2.7
719,Geospatial APIs For Data Science Applications In Python,https://www.udemy.com/course/geospatial-apis-for-data-science-applications-in-python/,381,56,1,22-Oct,English,1,1,229.9,1,9.0,73.0,5.8,Minerva Singh,92139.0,50,4.4,0,0.0,0.0,0,0,0,0,4.4
720,Data Science Interview Preparation - Career Guide,https://www.udemy.com/course/data-science-interview/,825,56,1,19-May,English,1,1,279.9,0,14.0,23.0,4.0,Up Degree,84624.0,29,3.8,0,0.0,0.0,0,0,0,0,4.6
721,Machine Learning in Python: From Zero to Hero in 10 Hours,https://www.udemy.com/course/applied-machine-learning-hands-on-course/,357,56,1,21-Jul,English,1,1,69.9,1,21.0,75.0,8.116666666666667,Sanjay Singh,10751.0,12,4.0,0,0.0,0.0,0,1,0,0,4.9
722,Real data science problems with Python,https://www.udemy.com/course/real-data-science-problems-with-python/,621,56,1,18-Jan,English,1,1,69.9,1,16.0,31.0,7.716666666666667,Francisco Juretig,24397.0,9,3.9,0,0.0,0.0,0,0,0,0,3.8
723,R Programming: R for Data Science and Data Analytics A-Z™,https://www.udemy.com/course/r-programming-beginners/,5211,55,2,19-Dec,English,1,1,179.9,0,7.0,34.0,7.466666666666667,Teach Premium,28272.0,2,4.0,1,44617.0,16.0,3.8,0,0,0,4.5
724,Hands-on Data Visualization With Python,https://www.udemy.com/course/hands-on-data-visualization-with-python/,815,56,3,22-Aug,English,1,1,199.9,1,7.0,49.0,4.416666666666667,Jordan Sauchuk,264457.0,7,4.4,1,2261247.0,104.0,4.6,1,0,0,3.9
725,Object Detection with Tensorflow | Fast Track Course | ML,https://www.udemy.com/course/object-detection-with-tensorflow-fast-track-course/,383,55,1,22-Mar,English,1,0,69.9,1,9.0,9.0,2.6,Aakash Jadhav,383.0,1,4.1,0,0.0,0.0,0,0,0,0,4.1
726,Looker for Beginners,https://www.udemy.com/course/looker-for-beginners/,176,56,1,21-Oct,English,1,1,89.9,1,6.0,26.0,0.8,Colin Matthews,2729.0,4,4.3,0,0.0,0.0,0,0,0,0,4.8
727,"Machine Learning Bootcamp: SVM,Kmeans,KNN,LinReg,PCA,DBS",https://www.udemy.com/course/smtbm-ml-py/,12872,54,1,22-Apr,English,1,1,69.9,1,4.0,69.0,17.75,Shrirang Korde,83290.0,8,3.9,0,0.0,0.0,0,0,0,0,4.0
728,Machine Learning in Python - Complete Course & Projects,https://www.udemy.com/course/python-machine-learning-course/,6034,55,1,23-Jan,English,1,1,69.9,1,15.0,64.0,5.65,Onur Baltacı,33883.0,9,4.4,0,0.0,0.0,0,0,0,0,4.8
729,Excelling in Machine Learning using Python,https://www.udemy.com/course/excelling-in-machine-learning-using-python/,10993,54,1,20-Aug,English,1,0,69.9,1,11.0,40.0,5.733333333333333,Manoj Chandak,20992.0,4,4.2,0,0.0,0.0,0,0,0,0,3.9
730,"Python Beyond Basics for Machine Learning,  Data Science, AI",https://www.udemy.com/course/python-basic-to-advance-mhm/,538,55,1,20-Nov,English,1,1,69.9,1,13.0,97.0,13.233333333333333,Piyushh n Dave,5430.0,8,4.5,0,0.0,0.0,0,0,0,0,4.0
731,Python Programming Masterclass: Build 28 End-To-End Projects,https://www.udemy.com/course/python-programming-masterclass-build-real-world-projects/,1177,54,1,22-Aug,English,1,1,69.9,1,29.0,248.0,46.81666666666667,Pianalytix .,67585.0,18,4.0,0,0.0,0.0,0,0,0,0,3.1
732,Deep Learning with PyTorch,https://www.udemy.com/course/deep-learning-with-pytorch/,292,54,1,18-May,English,1,1,123.9,1,6.0,38.0,4.7,Packt Publishing,410224.0,977,3.9,0,0.0,0.0,0,0,0,0,4.0
733,Data Analysis with Python for Working Professionals,https://www.udemy.com/course/dataanalysiswithpython/,322,54,1,23-Jan,English,1,1,69.9,1,10.0,68.0,9.066666666666666,Gaurav Singh,2899.0,3,4.4,0,0.0,0.0,0,1,0,0,4.3
734,Natural Language Processing with Python and NLTK,https://www.udemy.com/course/the-python-natural-language-toolkit-nltk-for-text-mining/,5535,54,1,20-Aug,English,1,1,159.9,1,5.0,28.0,2.75,Dr. Ali Feizollah,5775.0,3,4.3,0,0.0,0.0,0,0,0,0,4.5
735,Data Science-Unsupervised Machine Learning Using R,https://www.udemy.com/course/data-mining-unsupervised-learning-using-r/,953,54,1,17-Dec,English,1,1,69.9,1,5.0,28.0,4.916666666666667,ExcelR Solutions,15180.0,8,3.9,0,0.0,0.0,0,1,0,0,3.4
736,Deep Learning & Neural Networks Python - Keras : For Dummies,https://www.udemy.com/course/deep-learning-neural-networks-python-keras-for-dummies/,2308,53,1,21-Jul,English,1,0,69.9,1,62.0,88.0,11.116666666666667,Abhilash Nelson,43370.0,21,4.3,0,0.0,0.0,0,0,0,0,4.5
737,Machine Learning  with AWS,https://www.udemy.com/course/machine-leaning-with-aws/,796,53,1,22-Jul,English,1,0,69.9,1,10.0,55.0,4.083333333333333,Pranjal Srivastava,123088.0,79,3.6,0,0.0,0.0,0,0,0,0,3.6
738,Deep Learning with Python for Image Classification,https://www.udemy.com/course/deep-learning-with-python-for-image-classification/,3523,53,2,22-Nov,English,1,1,69.9,1,19.0,21.0,1.5166666666666666,AI & Computer Science School,8881.0,4,4.3,1,9558.0,5.0,4.3,0,0,0,4.1
739,Learn & Deploy Data Science Web Apps with Streamlit,https://www.udemy.com/course/streamlit-for-datascience/,476,54,2,22-Sep,English,1,1,229.9,1,9.0,72.0,5.666666666666667,Gusksra R,81797.0,14,4.3,1,81844.0,16.0,4.3,0,0,1,4.6
740,Bio-inspired Artificial Intelligence Algorithms,https://www.udemy.com/course/bio-inspired-artificial-intelligence-algorithms-for-optimization/,847,53,3,22-May,English,1,1,69.9,1,8.0,87.0,8.366666666666667,Jones Granatyr,166483.0,91,4.7,1,15626.0,22.0,4.6,0,0,0,4.7
741,Python: Artificial Intelligence with Python: 3-in-1,https://www.udemy.com/course/python-artificial-intelligence-with-python-3-in-1/,500,52,1,18-Apr,English,1,1,69.9,1,3.0,52.0,5.233333333333333,Packt Publishing,410224.0,977,3.9,0,0.0,0.0,0,0,0,0,3.4
742,Quant Finance Essentials,https://www.udemy.com/course/uncertaintymc/,529,52,1,23-Feb,English,1,0,179.9,1,5.0,17.0,2.3166666666666664,Dr. Spyros Giannelos,3321.0,17,4.9,0,0.0,0.0,0,0,0,0,5.0
743,Natural Language Processing [ Building Real World Projects],https://www.udemy.com/course/natural-language-processing-building-real-world-projects/,16072,52,3,20-Aug,English,1,1,69.9,1,9.0,31.0,4.216666666666667,Academy of Computing & Artificial Intelligence,169426.0,19,4.0,1,27747.0,3.0,4.1,0,0,0,4.4
744,Simplified: All About Neural Networks,https://www.udemy.com/course/simplified-all-about-neural-networks/,5451,52,1,21-Jan,English,1,1,69.9,1,4.0,18.0,0.7666666666666667,Jayanth Peetla,9441.0,2,4.2,0,0.0,0.0,0,0,0,0,4.4
745,Apache Spark 3 Programming | Databricks Certification Python,https://www.udemy.com/course/apache-pyspark-3-programming-and-databricks-certification/,260,53,1,21-Jul,English,1,1,69.9,1,7.0,32.0,2.55,Vivek Singh Bhadouria,260.0,1,3.8,0,0.0,0.0,0,0,0,0,3.8
746,Pyspark Foundation for Data Engineering | Beginners,https://www.udemy.com/course/pyspark-foundation-for-data-engineering-begineers/,764,52,1,22-Jun,English,1,1,105.9,1,1.0,24.0,1.2166666666666668,Akash Sunil Pawar,4878.0,4,4.6,0,0.0,0.0,0,0,0,0,4.4
747,Introduction to Machine Learning For Beginners [A to Z] 2020,https://www.udemy.com/course/introduction-to-machine-learning-for-beginners-a-to-z-2020/,6832,52,1,20-May,English,1,1,69.9,1,9.0,30.0,7.416666666666667,Academy of Computing & Artificial Intelligence,169426.0,19,4.0,0,0.0,0.0,0,0,0,0,4.1
748,"Natural Language Processing, Deploy on Cloud(AWS) [Hindi]",https://www.udemy.com/course/natural-language-processing-python/,9396,52,1,21-May,English,1,0,69.9,1,14.0,85.0,8.283333333333333,Rishi Bansal,45793.0,6,4.1,0,0.0,0.0,0,1,0,0,4.0
749,"2023 NumPy, Pandas and Matplotlib A-Z™: for Machine Learning",https://www.udemy.com/course/numpy-for-data-science-deep-machine-learning/,339,51,1,23-Jan,English,1,1,229.9,1,91.0,447.0,11.716666666666667,"Donatus Obomighie | PhD, MSc, PMP",4755.0,13,4.4,0,0.0,0.0,0,0,0,0,4.4
750,No-Code and No-Math Machine Learning,https://www.udemy.com/course/no-code-no-math-machine-learning/,615,52,2,22-Sep,English,1,1,69.9,1,8.0,40.0,5.083333333333333,Jones Granatyr,166483.0,91,4.7,1,159093.0,90.0,4.7,0,0,0,4.5
751,Machine Learning for Interviews & Research and DL basics,https://www.udemy.com/course/ml-dl-interviews/,386,54,1,22-Jun,English,1,1,69.9,1,6.0,38.0,4.65,Dabeeruddin Syed,536.0,5,4.1,0,0.0,0.0,0,1,0,0,3.6
752,R Ultimate 2023: R for Data Science and Machine Learning,https://www.udemy.com/course/r-ultimate-learn-r-for-data-science-and-machine-learning/,577,52,1,23-Jan,English,1,1,69.9,1,30.0,200.0,22.266666666666666,Bert Gollnick,6838.0,5,4.4,0,0.0,0.0,0,0,0,0,4.7
753,Learn to scrape any website with R,https://www.udemy.com/course/scrape-any-website-with-r/,229,51,1,20-Jul,English,1,1,69.9,1,6.0,30.0,2.8,Mikkel Freltoft Krogsholm,229.0,1,3.9,0,0.0,0.0,0,0,0,0,3.9
754,Master Course in ChatGPT,https://www.udemy.com/course/chatgpt-openai-chatbot-generative-ai-text-content-generation/,6003,54,1,23-Jan,English,1,1,69.9,1,1.0,5.0,0.7833333333333333,Dr. José J,88770.0,56,4.2,0,0.0,0.0,0,0,0,0,3.7
755,A Complete Guide to Time Series Analysis & Forecasting in R,https://www.udemy.com/course/a-complete-guide-to-time-series-analysis-forecasting-in-r/,243,50,1,21-Jun,English,1,0,69.9,1,14.0,142.0,10.55,Dr. Imran Arif,243.0,1,4.6,0,0.0,0.0,0,0,0,0,4.6
756,Advanced Statistics and Data Mining for Data Science,https://www.udemy.com/course/advanced-statistics-and-data-mining-for-data-science/,313,50,1,18-Mar,English,1,1,123.9,1,4.0,27.0,2.8833333333333333,Packt Publishing,410224.0,977,3.9,0,0.0,0.0,0,0,0,0,4.3
757,Machine Learning for Algorithmic Trading Bots with Python,https://www.udemy.com/course/machine-learning-for-algorithmic-trading-bots-with-python/,599,50,1,19-Mar,English,1,1,159.9,1,6.0,26.0,4.833333333333333,Packt Publishing,410224.0,977,3.9,0,0.0,0.0,0,0,0,0,3.5
758,Python Projects: Python & Data Science with Python Projects,https://www.udemy.com/course/python-projects-python-data-science-with-python-projects/,243,50,3,23-Jan,English,1,1,249.9,1,7.0,87.0,12.7,Oak Academy,282084.0,257,4.5,1,347382.0,276.0,4.5,1,0,0,4.7
759,Artificial intelligence in Game development- Tic Tac Toe AI,https://www.udemy.com/course/artificial-intelligence-javascript-create-tic-tac-toe-ai/,728,50,1,21-Nov,English,1,1,159.9,1,10.0,86.0,9.633333333333333,DigiFisk (Programming is fun),83668.0,18,4.3,0,0.0,0.0,0,0,0,0,3.9
760,Modeling Count Data using Stata,https://www.udemy.com/course/modeling-count-data-using-stata/,1711,50,1,19-Apr,English,1,1,69.9,1,7.0,29.0,2.8666666666666667,Najib Mozahem,9812.0,7,4.5,0,0.0,0.0,0,0,0,0,4.7
761,Emotion & Sentiment Analysis with/without NLTK using Python,https://www.udemy.com/course/emotion-and-sentiment-analysis/,209,51,1,20-Mar,English,1,0,105.9,1,3.0,10.0,1.2,Attreya Bhatt,16014.0,15,4.2,0,0.0,0.0,0,0,0,0,4.2
762,Python + Data Science : Practical Guide [13 Hours],https://www.udemy.com/course/practical-data-science-using-python/,1022,50,3,19-Apr,English,1,1,69.9,1,16.0,75.0,13.15,Eduonix Learning Solutions,1251583.0,237,3.9,1,1022.0,1.0,4.4,0,0,0,4.4
763,Predictive Modeling with Python,https://www.udemy.com/course/predictive-modeling-with-python-examturf/,16050,49,1,21-Jun,English,1,1,229.9,1,9.0,68.0,9.416666666666666,Exam Turf,137486.0,30,3.9,0,0.0,0.0,0,0,0,0,4.4
764,ChatGPT artificial Intelligence Tutorial  How use ChatGPT,https://www.udemy.com/course/chatgpt-artificial-intelligence-tutorial-how-use-chatgpt/,4113,49,1,23-Jan,English,1,1,69.9,1,5.0,12.0,1.05,Muhammad Ismail,112823.0,32,4.0,0,0.0,0.0,0,0,0,0,3.5
765,Artificial Intelligence and IoT: Naive Bayes,https://www.udemy.com/course/artificial-intelligence-and-iot-naive-bayes/,7188,49,1,21-Feb,English,1,1,229.9,1,12.0,40.0,1.7166666666666668,Erwin Ouyang,9183.0,4,3.8,0,0.0,0.0,0,1,0,0,4.0
766,Professional Certificate in Machine Learning,https://www.udemy.com/course/professional-certificate-in-machine-learning/,438,49,1,21-May,English,1,1,69.9,1,16.0,195.0,24.0,Academy of Computing & Artificial Intelligence,169426.0,19,4.0,0,0.0,0.0,0,0,0,0,3.7
767,Data Engineering with Python,https://www.udemy.com/course/data-engineering-with-python/,381,50,1,20-Aug,English,1,1,105.9,1,13.0,63.0,14.166666666666666,Academy of Computing & Artificial Intelligence,169426.0,19,4.0,0,0.0,0.0,0,0,0,0,4.3
768,Machine Learning for Beginner (AI) - Data Science,https://www.udemy.com/course/machine-learning-for-beginner-ai-data-science/,4069,49,1,22-Feb,English,1,0,69.9,1,11.0,68.0,6.85,Moein Ud Din,35334.0,7,4.4,0,0.0,0.0,0,0,0,0,4.3
769,Data Analysis with Polars,https://www.udemy.com/course/data-analysis-with-polars/,351,55,1,23-Feb,English,1,1,89.9,1,9.0,68.0,1.6333333333333333,Liam Brannigan,351.0,1,4.7,0,0.0,0.0,0,1,0,0,4.7
770,DATA SCIENCE with MACHINE LEARNING and DATA ANALYTICS,https://www.udemy.com/course/data-science-with-machine-learning-and-data-analytics/,429,49,1,19-Mar,English,1,1,159.9,1,1.0,86.0,72.36666666666666,DATAhill Solutions Srinivas Reddy,136087.0,11,3.9,0,0.0,0.0,0,0,0,0,4.4
771,Python for Mastering Machine Learning and Data Science,https://www.udemy.com/course/master-machine-learning-and-data-science-with-python/,2546,49,1,23-Jan,English,1,1,299.9,1,16.0,93.0,19.75,Jifry Issadeen,2619.0,2,4.4,0,0.0,0.0,0,1,0,0,4.5
772,Data Science and Machine Learning in Python,https://www.udemy.com/course/data-science-and-machine-learning-in-python/,266,48,1,19-May,English,1,1,69.9,1,13.0,120.0,17.116666666666667,Gaurav Chauhan,2535.0,5,4.3,0,0.0,0.0,0,0,0,0,4.6
773,Awesome Natural Language Processing Tools In Python,https://www.udemy.com/course/awesome-natural-language-processing-tools-in-python/,514,48,1,22-Nov,English,1,1,209.9,1,13.0,105.0,28.4,Jesse E. Agbe,7299.0,8,4.0,0,0.0,0.0,0,0,0,0,4.0
774,Data Science Interview Questions & Answers,https://www.udemy.com/course/data-science-interview-questions-and-answers/,16007,48,1,21-Jul,English,1,1,199.9,1,5.0,5.0,2.6333333333333333,Uplatz Training,386809.0,162,3.6,0,0.0,0.0,0,0,0,0,2.6
775,Machine Learning Project: Heart Attack Prediction Analysis,https://www.udemy.com/course/machine-learning-project-heart-attack-prediction-analysis/,243,49,2,23-Jan,English,1,1,229.9,1,9.0,53.0,7.383333333333334,Oak Academy,282084.0,257,4.5,1,347382.0,276.0,4.5,1,0,0,4.6
776,Data Science - Master Analytics and become Data Scientist,https://www.udemy.com/course/master-data-science-analytics-and-become-data-scientist/,7020,48,1,19-Dec,English,1,0,69.9,1,7.0,49.0,8.116666666666667,Kaushik Vadali,108620.0,9,3.5,0,0.0,0.0,0,0,0,0,3.4
777,Learn SQL databases in a weekend,https://www.udemy.com/course/learn-sql-databases-in-a-weekend/,185,48,1,21-Nov,English,1,1,105.9,1,14.0,154.0,8.35,Girts Strazdins,185.0,1,4.5,0,0.0,0.0,0,1,0,0,4.5
778,2023 Data Science Interview Preparation Guide,https://www.udemy.com/course/data-science-interview-preparation-guide/,710,49,1,22-Dec,English,1,1,229.9,1,12.0,155.0,3.9833333333333334,Dr. Gary White,1739.0,4,4.4,0,0.0,0.0,0,0,0,1,4.6
779,Hello Python & Data Science: Exploratory Data Analysis (EDA),https://www.udemy.com/course/hello-python-data-science-exploratory-data-analysis-eda/,2012,48,1,22-Jul,English,1,1,69.9,1,7.0,13.0,0.7166666666666667,AnimateU Academy,81181.0,10,4.3,0,0.0,0.0,0,0,0,0,3.9
